MaPhongDuocDat,MaDatPhong,MaPhong,NgayNhanPhong,NgayTraPhong,TongTienPhong
PDD016068,DP11912,CMU001_R034,2024-07-30,2024-08-04,6500000
PDD016069,DP11913,TVH002_R021,2024-07-30,2024-07-31,1700000
PDD016070,DP11913,BNH002_R015,2024-07-30,2024-08-02,5400000
PDD016071,DP11914,BNH002_R032,2024-07-30,2024-08-03,8800000
PDD016072,DP11915,GLI002_R001,2024-07-30,2024-08-03,4800000
PDD016073,DP11916,HNO001_R016,2024-07-30,2024-08-04,9000000
PDD016074,DP11917,VLO001_R005,2024-07-30,2024-08-02,5400000
PDD016075,DP11918,TTH002_R012,2024-07-30,2024-08-04,10000000
PDD016076,DP11919,HUG001_R012,2024-07-30,2024-07-31,1800000
PDD016077,DP11920,TNI001_R019,2024-07-30,2024-08-03,8800000
PDD016078,DP11921,PTU002_R028,2024-07-30,2024-08-04,17500000
PDD016079,DP11921,BDH002_R016,2024-07-30,2024-08-01,4800000
PDD016080,DP11922,HBI002_R023,2024-07-30,2024-07-31,1700000
PDD016081,DP11923,HGG001_R003,2024-07-30,2024-08-01,2400000
PDD016082,DP11924,TVH002_R013,2024-07-30,2024-08-04,7500000
PDD016083,DP11925,BTE001_R008,2024-07-30,2024-08-04,6000000
PDD016084,DP11925,LCH001_R013,2024-07-30,2024-08-01,3000000
PDD016085,DP11926,HUG002_R002,2024-07-30,2024-08-02,3600000
PDD016086,DP11926,HNO003_R009,2024-07-30,2024-08-02,3600000
PDD016087,DP11926,KHA002_R008,2024-07-30,2024-08-01,3600000
PDD016088,DP11927,BRV004_R030,2024-07-30,2024-07-31,2200000
PDD016089,DP11928,QTR001_R006,2024-07-30,2024-08-03,4800000
PDD016090,DP11928,HGG001_R031,2024-07-30,2024-08-04,10000000
PDD016091,DP11929,BGG003_R020,2024-07-30,2024-08-03,6000000
PDD016092,DP11930,BTN002_R012,2024-07-30,2024-07-31,1800000
PDD016093,DP11930,DBI001_R025,2024-07-30,2024-07-31,1000000
PDD016094,DP11931,HNO003_R034,2024-07-30,2024-08-03,6800000
PDD016095,DP11931,AGG002_R034,2024-07-30,2024-07-31,1300000
PDD016096,DP11932,BTE001_R005,2024-07-30,2024-08-01,2400000
PDD016097,DP11933,TBI001_R018,2024-07-30,2024-08-04,8500000
PDD016098,DP11933,VLO002_R011,2024-07-30,2024-08-01,3600000
PDD016099,DP11933,BDG001_R034,2024-07-30,2024-08-04,10000000
PDD016100,DP11934,AGG004_R012,2024-07-30,2024-08-01,3600000
PDD016101,DP11934,TBG002_R006,2024-07-30,2024-08-02,5400000
PDD016102,DP11935,HNO002_R014,2024-07-30,2024-08-04,14000000
PDD016103,DP11936,DNA001_R008,2024-07-30,2024-08-02,7200000
PDD016104,DP11937,LAG001_R007,2024-07-30,2024-08-02,5400000
PDD016105,DP11937,DLK001_R015,2024-07-30,2024-08-02,5400000
PDD016106,DP11938,VLO002_R002,2024-07-30,2024-07-31,1200000
PDD016107,DP11939,TTH001_R021,2024-07-30,2024-08-04,10000000
PDD016108,DP11940,TNH002_R018,2024-07-30,2024-08-03,11200000
PDD016109,DP11940,LCI001_R008,2024-07-30,2024-08-04,6000000
PDD016110,DP11941,BDG001_R020,2024-07-30,2024-08-03,6000000
PDD016111,DP11941,LCI002_R009,2024-07-30,2024-07-31,1800000
PDD016112,DP11942,BKN001_R003,2024-07-30,2024-08-02,3600000
PDD016113,DP11942,BLU002_R016,2024-07-30,2024-07-31,1700000
PDD016114,DP11943,BRV001_R011,2024-07-30,2024-07-31,1800000
PDD016115,DP11944,DNA002_R031,2024-07-30,2024-08-02,6000000
PDD016116,DP11945,HGG001_R005,2024-07-30,2024-07-31,1200000
PDD016117,DP11945,DNA002_R013,2024-07-30,2024-07-31,1800000
PDD016118,DP11946,QBI001_R030,2024-07-30,2024-08-02,10500000
PDD016119,DP11947,CMU001_R005,2024-07-30,2024-07-31,1200000
PDD016120,DP11947,BGG002_R029,2024-07-30,2024-07-31,2200000
PDD016121,DP11947,AGG004_R015,2024-07-30,2024-08-01,3600000
PDD016122,DP11948,HNO003_R018,2024-07-30,2024-08-01,3600000
PDD016123,DP11949,NTN002_R029,2024-07-30,2024-08-03,8800000
PDD016124,DP11950,LCA002_R006,2024-07-30,2024-08-03,6000000
PDD016125,DP11950,PYN001_R009,2024-07-30,2024-08-03,14000000
PDD016126,DP11951,CBG001_R011,2024-07-30,2024-08-02,7200000
PDD016127,DP11952,CMU001_R027,2024-07-30,2024-08-01,4400000
PDD016128,DP11952,BGG002_R030,2024-07-30,2024-08-03,8000000
PDD016129,DP11952,GLI001_R031,2024-07-30,2024-08-01,4000000
PDD016130,DP11953,CMU002_R029,2024-07-30,2024-08-03,8000000
PDD016131,DP11954,QNA002_R001,2024-07-30,2024-08-01,2400000
PDD016132,DP11954,PYN002_R010,2024-07-30,2024-08-04,6000000
PDD016133,DP11955,QNG001_R018,2024-07-30,2024-08-03,6000000
PDD016134,DP11956,LCI001_R026,2024-07-30,2024-08-04,12000000
PDD016135,DP11957,NTN001_R004,2024-07-30,2024-08-04,6000000
PDD016136,DP11958,NDH001_R004,2024-07-30,2024-07-31,1200000
PDD016137,DP11959,CBG001_R005,2024-07-30,2024-08-03,4800000
PDD016138,DP11960,NTN001_R025,2024-07-30,2024-08-01,2000000
PDD016139,DP11961,GLI002_R011,2024-07-30,2024-08-03,7200000
PDD016140,DP11961,PTU002_R025,2024-07-30,2024-08-01,5600000
PDD016141,DP11962,DNG001_R005,2024-07-30,2024-08-01,3600000
PDD016142,DP11962,HYN001_R012,2024-07-30,2024-08-04,9000000
PDD016143,DP11963,HGG001_R028,2024-07-30,2024-08-04,11000000
PDD016144,DP11964,HTH001_R021,2024-07-30,2024-08-01,4800000
PDD016145,DP11965,QTR001_R036,2024-07-30,2024-07-31,1700000
PDD016146,DP11965,TNH001_R007,2024-07-30,2024-08-03,4800000
PDD016147,DP11966,NBH001_R018,2024-07-30,2024-08-03,11200000
PDD016148,DP11966,BDH001_R006,2024-07-30,2024-08-02,3600000
PDD016149,DP11967,DBI002_R027,2024-07-31,2024-08-01,1100000
PDD016150,DP11968,HDG002_R012,2024-07-31,2024-08-05,8500000
PDD016151,DP11969,TTH001_R014,2024-07-31,2024-08-02,3000000
PDD016152,DP11970,VLO002_R012,2024-07-31,2024-08-03,5400000
PDD016153,DP11970,HTH002_R008,2024-07-31,2024-08-01,2800000
PDD016154,DP11970,TTH001_R012,2024-07-31,2024-08-01,1800000
PDD016155,DP11971,HUG001_R012,2024-07-31,2024-08-03,5400000
PDD016156,DP11972,CBG001_R016,2024-07-31,2024-08-05,8500000
PDD016157,DP11972,QTR001_R016,2024-07-31,2024-08-03,5400000
PDD016158,DP11973,QNG001_R013,2024-07-31,2024-08-05,9000000
PDD016159,DP11974,DBI001_R020,2024-07-31,2024-08-04,8800000
PDD016160,DP11975,QNI001_R004,2024-07-31,2024-08-02,2400000
PDD016161,DP11975,BTN002_R008,2024-07-31,2024-08-04,4800000
PDD016162,DP11976,NTN001_R016,2024-07-31,2024-08-05,7500000
PDD016163,DP11977,AGG001_R013,2024-07-31,2024-08-04,14000000
PDD016164,DP11978,QNG001_R032,2024-07-31,2024-08-04,6800000
PDD016165,DP11979,BRV002_R001,2024-07-31,2024-08-02,2400000
PDD016166,DP11980,HNO001_R021,2024-07-31,2024-08-05,7500000
PDD016167,DP11980,CMU002_R001,2024-07-31,2024-08-02,2400000
PDD016168,DP11981,BRV001_R019,2024-07-31,2024-08-03,4500000
PDD016169,DP11982,STG002_R001,2024-07-31,2024-08-03,3600000
PDD016170,DP11983,HDG001_R002,2024-07-31,2024-08-04,4800000
PDD016171,DP11984,KTM001_R005,2024-07-31,2024-08-05,6000000
PDD016172,DP11985,HPG002_R033,2024-07-31,2024-08-01,2200000
PDD016173,DP11985,HNO003_R010,2024-07-31,2024-08-01,1200000
PDD016174,DP11986,VPC002_R001,2024-07-31,2024-08-02,2400000
PDD016175,DP11987,LDO002_R021,2024-07-31,2024-08-05,10000000
PDD016176,DP11987,LCH001_R018,2024-07-31,2024-08-02,4400000
PDD016177,DP11987,QTR001_R001,2024-07-31,2024-08-04,4800000
PDD016178,DP11988,KTM001_R010,2024-07-31,2024-08-03,4500000
PDD016179,DP11989,LCA001_R013,2024-07-31,2024-08-02,4800000
PDD016180,DP11990,VLO001_R016,2024-07-31,2024-08-05,8500000
PDD016181,DP11991,BTN001_R015,2024-07-31,2024-08-05,10000000
PDD016182,DP11992,TBG001_R019,2024-07-31,2024-08-03,10500000
PDD016183,DP11993,BDG001_R018,2024-07-31,2024-08-05,9000000
PDD016184,DP11994,CTO002_R016,2024-07-31,2024-08-05,8500000
PDD016185,DP11994,DLK001_R022,2024-07-31,2024-08-05,7500000
PDD016186,DP11994,KHA001_R026,2024-07-31,2024-08-03,5100000
PDD016187,DP11995,BNH002_R034,2024-07-31,2024-08-04,8000000
PDD016188,DP11995,NBH002_R023,2024-07-31,2024-08-05,8500000
PDD016189,DP11996,DNA001_R013,2024-07-31,2024-08-01,1700000
PDD016190,DP11997,KTM001_R009,2024-07-31,2024-08-05,7500000
PDD016191,DP11998,QTR002_R026,2024-07-31,2024-08-03,7200000
PDD016192,DP11998,LAG002_R005,2024-07-31,2024-08-02,2400000
PDD016193,DP11999,THA002_R015,2024-07-31,2024-08-04,8000000
PDD016194,DP12000,BGG003_R010,2024-07-31,2024-08-02,2400000
PDD016195,DP12000,VLO002_R035,2024-07-31,2024-08-05,5000000
PDD016196,DP12001,QBI001_R008,2024-07-31,2024-08-04,4800000
PDD016197,DP12002,HNO003_R008,2024-07-31,2024-08-04,4800000
PDD016198,DP12003,KGI001_R005,2024-07-31,2024-08-03,3600000
PDD016199,DP12004,HBI001_R008,2024-07-31,2024-08-02,3600000
PDD016200,DP12005,LCI001_R002,2024-07-31,2024-08-05,6000000
PDD016201,DP12006,QTR002_R005,2024-07-31,2024-08-04,4800000
PDD016202,DP12007,QTR002_R040,2024-07-31,2024-08-04,4000000
PDD016203,DP12008,SLA001_R035,2024-07-31,2024-08-05,5500000
PDD016204,DP12009,QTR002_R014,2024-07-31,2024-08-02,3600000
PDD016205,DP12010,LCI002_R005,2024-07-31,2024-08-04,4800000
PDD016206,DP12011,QNI001_R013,2024-07-31,2024-08-01,1800000
PDD016207,DP12011,BDH001_R019,2024-07-31,2024-08-05,11000000
PDD016208,DP12012,AGG001_R009,2024-07-31,2024-08-01,1500000
PDD016209,DP12012,STG001_R008,2024-07-31,2024-08-02,3600000
PDD016210,DP12013,DNA001_R003,2024-07-31,2024-08-03,3600000
PDD016211,DP12013,CTO001_R014,2024-07-31,2024-08-05,9000000
PDD016212,DP12013,TNH001_R028,2024-07-31,2024-08-02,4000000
PDD016213,DP12014,BNH002_R001,2024-07-31,2024-08-01,1200000
PDD016214,DP12014,BDH002_R009,2024-07-31,2024-08-03,5400000
PDD016215,DP12015,HYN001_R022,2024-07-31,2024-08-04,8000000
PDD016216,DP12016,QNI002_R012,2024-07-31,2024-08-04,14000000
PDD016217,DP12017,TTH002_R008,2024-07-31,2024-08-05,12000000
PDD016218,DP12017,CMU002_R026,2024-07-31,2024-08-05,11000000
PDD016219,DP12018,DNA001_R009,2024-07-31,2024-08-04,11200000
PDD016220,DP12018,TBI002_R009,2024-07-31,2024-08-03,5400000
PDD016221,DP12019,HYN002_R012,2024-07-31,2024-08-05,10000000
PDD016222,DP12020,KTM002_R013,2024-07-31,2024-08-01,2800000
PDD016223,DP12021,STG001_R004,2024-07-31,2024-08-01,1200000
PDD016224,DP12022,THA002_R010,2024-07-31,2024-08-02,3000000
PDD016225,DP12022,BDH002_R020,2024-07-31,2024-08-05,11000000
PDD016226,DP12023,AGG003_R005,2024-07-31,2024-08-02,2400000
PDD016227,DP12023,DBI001_R016,2024-07-31,2024-08-04,6000000
PDD016228,DP12024,VPC002_R002,2024-07-31,2024-08-01,1200000
PDD016229,DP12024,DBI001_R005,2024-07-31,2024-08-05,6000000
PDD016230,DP12025,CTO002_R002,2024-07-31,2024-08-01,1200000
PDD016231,DP12026,NBH001_R017,2024-07-31,2024-08-03,7200000
PDD016232,DP12027,PTU002_R022,2024-07-31,2024-08-04,6000000
PDD016233,DP12028,HPG002_R012,2024-07-31,2024-08-05,9000000
PDD016234,DP12028,LDO002_R007,2024-07-31,2024-08-04,4800000
PDD016235,DP12029,CBG002_R022,2024-07-31,2024-08-05,8500000
PDD016236,DP12030,BTE001_R034,2024-07-31,2024-08-02,2600000
PDD016237,DP12030,BGG002_R004,2024-07-31,2024-08-03,3600000
PDD016238,DP12031,QNG002_R010,2024-07-31,2024-08-04,14000000
PDD016239,DP12032,TNI001_R015,2024-07-31,2024-08-04,6000000
PDD016240,DP12033,BDG001_R030,2024-07-31,2024-08-02,7000000
PDD016241,DP12033,CMU001_R007,2024-07-31,2024-08-02,2400000
PDD016242,DP12034,NTN001_R020,2024-07-31,2024-08-01,2200000
PDD016243,DP12035,BTE002_R017,2024-07-31,2024-08-02,3400000
PDD016244,DP12036,PYN002_R033,2024-08-01,2024-08-02,2000000
PDD016245,DP12036,LCI002_R020,2024-08-01,2024-08-03,4400000
PDD016246,DP12037,PYN002_R004,2024-08-01,2024-08-06,6000000
PDD016247,DP12037,TNH002_R016,2024-08-01,2024-08-05,6000000
PDD016248,DP12038,DNG002_R016,2024-08-01,2024-08-03,4800000
PDD016249,DP12038,YBI002_R023,2024-08-01,2024-08-05,9600000
PDD016250,DP12039,AGG002_R018,2024-08-01,2024-08-05,6000000
PDD016251,DP12039,HBI001_R014,2024-08-01,2024-08-03,4400000
PDD016252,DP12040,GLI001_R032,2024-08-01,2024-08-02,1700000
PDD016253,DP12041,PYN002_R006,2024-08-01,2024-08-02,1200000
PDD016254,DP12042,VLO002_R018,2024-08-01,2024-08-05,6000000
PDD016255,DP12043,HTH001_R020,2024-08-01,2024-08-05,9600000
PDD016256,DP12044,BDH002_R022,2024-08-01,2024-08-05,6800000
PDD016257,DP12045,LDO001_R013,2024-08-01,2024-08-05,14000000
PDD016258,DP12046,TTH001_R013,2024-08-01,2024-08-03,3000000
PDD016259,DP12047,SLA002_R021,2024-08-01,2024-08-04,6000000
PDD016260,DP12048,TTH001_R016,2024-08-01,2024-08-05,9600000
PDD016261,DP12049,TNH002_R001,2024-08-01,2024-08-04,3600000
PDD016262,DP12049,AGG002_R024,2024-08-01,2024-08-04,10500000
PDD016263,DP12050,DNG001_R003,2024-08-01,2024-08-02,1200000
PDD016264,DP12051,BNH001_R025,2024-08-01,2024-08-04,3000000
PDD016265,DP12052,QNG001_R020,2024-08-01,2024-08-03,3000000
PDD016266,DP12052,HNO001_R005,2024-08-01,2024-08-06,6000000
PDD016267,DP12053,HPG001_R025,2024-08-01,2024-08-05,11200000
PDD016268,DP12054,TNH001_R019,2024-08-01,2024-08-06,7500000
PDD016269,DP12054,DTP002_R001,2024-08-01,2024-08-02,1200000
PDD016270,DP12055,GLI001_R014,2024-08-01,2024-08-03,3600000
PDD016271,DP12056,VLO002_R024,2024-08-01,2024-08-04,8400000
PDD016272,DP12056,DNA002_R004,2024-08-01,2024-08-04,3600000
PDD016273,DP12057,NDH001_R008,2024-08-01,2024-08-04,3600000
PDD016274,DP12057,DNA002_R021,2024-08-01,2024-08-04,4500000
PDD016275,DP12058,BLU001_R007,2024-08-01,2024-08-06,9000000
PDD016276,DP12059,HGG002_R007,2024-08-01,2024-08-06,6000000
PDD016277,DP12060,BRV003_R025,2024-08-01,2024-08-03,2000000
PDD016278,DP12061,AGG002_R022,2024-08-01,2024-08-05,11200000
PDD016279,DP12062,KTM002_R007,2024-08-01,2024-08-06,9000000
PDD016280,DP12063,TTH001_R019,2024-08-01,2024-08-02,2200000
PDD016281,DP12064,AGG003_R029,2024-08-01,2024-08-04,6600000
PDD016282,DP12065,DBI002_R027,2024-08-01,2024-08-02,1100000
PDD016283,DP12065,DLK002_R034,2024-08-01,2024-08-03,3400000
PDD016284,DP12066,HYN002_R007,2024-08-01,2024-08-04,4500000
PDD016285,DP12067,HNO001_R011,2024-08-01,2024-08-02,1800000
PDD016286,DP12068,DNA001_R012,2024-08-01,2024-08-02,2000000
PDD016287,DP12069,HNO001_R031,2024-08-01,2024-08-04,6000000
PDD016288,DP12070,BGG003_R035,2024-08-01,2024-08-05,4000000
PDD016289,DP12071,BTE001_R005,2024-08-01,2024-08-02,1200000
PDD016290,DP12071,QNA001_R010,2024-08-01,2024-08-06,9000000
PDD016291,DP12072,QTR001_R037,2024-08-01,2024-08-03,3400000
PDD016292,DP12073,KHA001_R024,2024-08-01,2024-08-02,2200000
PDD016293,DP12074,NBH001_R027,2024-08-01,2024-08-03,2200000
PDD016294,DP12075,HNA001_R009,2024-08-01,2024-08-06,7500000
PDD016295,DP12076,VPC001_R018,2024-08-01,2024-08-02,1500000
PDD016296,DP12076,LCA001_R012,2024-08-01,2024-08-03,3000000
PDD016297,DP12077,BNH001_R027,2024-08-01,2024-08-02,1100000
PDD016298,DP12078,BNH002_R016,2024-08-01,2024-08-03,3600000
PDD016299,DP12079,BLU001_R010,2024-08-01,2024-08-02,1500000
PDD016300,DP12080,CBG002_R021,2024-08-01,2024-08-03,4000000
PDD016301,DP12081,HNO003_R011,2024-08-01,2024-08-02,1200000
PDD016302,DP12082,DLK002_R024,2024-08-01,2024-08-02,2800000
PDD016303,DP12083,BKN001_R001,2024-08-01,2024-08-02,1200000
PDD016304,DP12084,BLU002_R014,2024-08-01,2024-08-04,6000000
PDD016305,DP12085,THA002_R009,2024-08-01,2024-08-02,1500000
PDD016306,DP12086,YBI002_R012,2024-08-01,2024-08-03,3600000
PDD016307,DP12087,BLU002_R015,2024-08-01,2024-08-06,8500000
PDD016308,DP12087,CTO001_R001,2024-08-01,2024-08-04,3600000
PDD016309,DP12088,TBG002_R007,2024-08-01,2024-08-05,6000000
PDD016310,DP12089,LCI002_R011,2024-08-01,2024-08-06,9000000
PDD016311,DP12090,BKN001_R019,2024-08-01,2024-08-02,2200000
PDD016312,DP12091,QNG001_R027,2024-08-01,2024-08-05,14000000
PDD016313,DP12091,GLI001_R030,2024-08-01,2024-08-06,10000000
PDD016314,DP12092,DNA002_R017,2024-08-01,2024-08-02,1800000
PDD016315,DP12093,KHA002_R006,2024-08-01,2024-08-04,3600000
PDD016316,DP12094,LCA001_R001,2024-08-01,2024-08-02,1200000
PDD016317,DP12095,HBI002_R004,2024-08-01,2024-08-05,4800000
PDD016318,DP12095,PTU002_R015,2024-08-01,2024-08-03,3600000
PDD016319,DP12096,TNI001_R021,2024-08-01,2024-08-03,4000000
PDD016320,DP12097,BGG003_R017,2024-08-01,2024-08-03,3600000
PDD016321,DP12098,KHA002_R007,2024-08-01,2024-08-03,3600000
PDD016322,DP12099,HUG001_R022,2024-08-01,2024-08-06,10000000
PDD016323,DP12100,HNO001_R018,2024-08-01,2024-08-06,7500000
PDD016324,DP12101,CBG001_R014,2024-08-01,2024-08-03,4400000
PDD016325,DP12102,DNO002_R001,2024-08-01,2024-08-04,3600000
PDD016326,DP12103,DLK001_R017,2024-08-01,2024-08-06,9000000
PDD016327,DP12104,KHA001_R021,2024-08-01,2024-08-05,11200000
PDD016328,DP12105,CMU001_R016,2024-08-01,2024-08-05,6000000
PDD016329,DP12106,HTH001_R006,2024-08-01,2024-08-04,3600000
PDD016330,DP12106,QNG001_R029,2024-08-01,2024-08-02,2200000
PDD016331,DP12107,YBI002_R003,2024-08-01,2024-08-05,4800000
PDD016332,DP12108,CBG002_R002,2024-08-01,2024-08-05,4800000
PDD016333,DP12109,BRV003_R009,2024-08-01,2024-08-04,5400000
PDD016334,DP12109,HGG001_R035,2024-08-01,2024-08-05,4000000
PDD016335,DP12109,STG001_R018,2024-08-01,2024-08-06,8500000
PDD016336,DP12110,TVH001_R004,2024-08-01,2024-08-06,6000000
PDD016337,DP12111,HNO005_R007,2024-08-02,2024-08-04,2400000
PDD016338,DP12112,BRV002_R018,2024-08-02,2024-08-03,1700000
PDD016339,DP12113,QTR001_R003,2024-08-02,2024-08-07,6000000
PDD016340,DP12114,BTE002_R003,2024-08-02,2024-08-04,2400000
PDD016341,DP12114,DLK002_R016,2024-08-02,2024-08-06,7200000
PDD016342,DP12115,CTO001_R015,2024-08-02,2024-08-07,7500000
PDD016343,DP12116,LCA001_R016,2024-08-02,2024-08-05,6600000
PDD016344,DP12116,NBH002_R019,2024-08-02,2024-08-06,8800000
PDD016345,DP12116,BRV003_R007,2024-08-02,2024-08-04,2400000
PDD016346,DP12117,HYN001_R013,2024-08-02,2024-08-05,5400000
PDD016347,DP12117,BRV001_R036,2024-08-02,2024-08-06,5200000
PDD016348,DP12118,SLA001_R011,2024-08-02,2024-08-07,9000000
PDD016349,DP12119,HPG001_R023,2024-08-02,2024-08-05,7200000
PDD016350,DP12120,GLI002_R022,2024-08-02,2024-08-03,1700000
PDD016351,DP12120,HNO003_R005,2024-08-02,2024-08-07,6000000
PDD016352,DP12120,DNO002_R003,2024-08-02,2024-08-05,3600000
PDD016353,DP12121,DLK001_R011,2024-08-02,2024-08-04,2400000
PDD016354,DP12122,YBI001_R014,2024-08-02,2024-08-07,14000000
PDD016355,DP12123,HNO003_R017,2024-08-02,2024-08-04,3600000
PDD016356,DP12124,AGG002_R020,2024-08-02,2024-08-04,4800000
PDD016357,DP12125,QBI001_R039,2024-08-02,2024-08-06,6800000
PDD016358,DP12125,QNA001_R018,2024-08-02,2024-08-07,11000000
PDD016359,DP12126,LAG002_R022,2024-08-02,2024-08-03,1700000
PDD016360,DP12126,HNO003_R033,2024-08-02,2024-08-03,2000000
PDD016361,DP12127,TTH002_R011,2024-08-02,2024-08-06,8800000
PDD016362,DP12128,DNA002_R017,2024-08-02,2024-08-07,9000000
PDD016363,DP12128,DLK001_R032,2024-08-02,2024-08-03,2000000
PDD016364,DP12129,HNO001_R004,2024-08-02,2024-08-04,2400000
PDD016365,DP12130,BDG001_R004,2024-08-02,2024-08-05,3600000
PDD016366,DP12130,HNO003_R029,2024-08-02,2024-08-07,11000000
PDD016367,DP12131,BRV004_R026,2024-08-02,2024-08-04,5600000
PDD016368,DP12132,BTE002_R006,2024-08-02,2024-08-03,1800000
PDD016369,DP12133,QNI001_R008,2024-08-02,2024-08-05,3600000
PDD016370,DP12134,QTR001_R036,2024-08-02,2024-08-07,8500000
PDD016371,DP12135,DTP001_R026,2024-08-02,2024-08-06,8800000
PDD016372,DP12136,CTO002_R001,2024-08-02,2024-08-06,4800000
PDD016373,DP12136,YBI002_R019,2024-08-02,2024-08-05,4500000
PDD016374,DP12137,AGG002_R014,2024-08-02,2024-08-05,5400000
PDD016375,DP12138,HPG001_R018,2024-08-02,2024-08-04,3000000
PDD016376,DP12139,LCI001_R011,2024-08-02,2024-08-03,1200000
PDD016377,DP12139,KGI002_R007,2024-08-02,2024-08-06,4800000
PDD016378,DP12140,BRV002_R019,2024-08-02,2024-08-03,1700000
PDD016379,DP12140,BDH002_R010,2024-08-02,2024-08-06,7200000
PDD016380,DP12141,CBG001_R013,2024-08-02,2024-08-05,10500000
PDD016381,DP12142,QNG001_R016,2024-08-02,2024-08-03,1800000
PDD016382,DP12142,CMU001_R025,2024-08-02,2024-08-04,7000000
PDD016383,DP12143,HNO001_R014,2024-08-02,2024-08-07,9000000
PDD016384,DP12144,BGG003_R006,2024-08-02,2024-08-04,2400000
PDD016385,DP12145,VPC001_R020,2024-08-02,2024-08-03,2400000
PDD016386,DP12145,TBG001_R018,2024-08-02,2024-08-04,5600000
PDD016387,DP12146,TVH001_R008,2024-08-02,2024-08-05,5400000
PDD016388,DP12147,HPG002_R021,2024-08-02,2024-08-03,1500000
PDD016389,DP12147,TNH002_R007,2024-08-02,2024-08-05,3600000
PDD016390,DP12148,NDH002_R004,2024-08-02,2024-08-07,9000000
PDD016391,DP12149,TNH002_R009,2024-08-02,2024-08-03,1800000
PDD016392,DP12149,CTO001_R005,2024-08-02,2024-08-07,6000000
PDD016393,DP12149,BLU001_R005,2024-08-02,2024-08-03,1200000
PDD016394,DP12150,TNI002_R006,2024-08-02,2024-08-07,7500000
PDD016395,DP12150,HPG002_R007,2024-08-02,2024-08-03,1200000
PDD016396,DP12151,KHA001_R004,2024-08-02,2024-08-04,2400000
PDD016397,DP12152,BRV003_R024,2024-08-02,2024-08-06,6800000
PDD016398,DP12153,HNO002_R018,2024-08-02,2024-08-07,8500000
PDD016399,DP12153,KGI001_R012,2024-08-02,2024-08-04,3000000
PDD016400,DP12154,TBG001_R012,2024-08-02,2024-08-03,1800000
PDD016401,DP12155,NDH001_R016,2024-08-02,2024-08-05,4500000
PDD016402,DP12156,NDH001_R006,2024-08-02,2024-08-07,6000000
PDD016403,DP12157,CMU002_R002,2024-08-02,2024-08-03,1200000
PDD016404,DP12157,LCI001_R039,2024-08-02,2024-08-03,1700000
PDD016405,DP12158,LCI001_R034,2024-08-02,2024-08-05,6000000
PDD016406,DP12159,SLA001_R015,2024-08-02,2024-08-06,7200000
PDD016407,DP12159,QNI001_R002,2024-08-02,2024-08-07,6000000
PDD016408,DP12160,BTE002_R007,2024-08-02,2024-08-03,1800000
PDD016409,DP12161,HBI002_R020,2024-08-02,2024-08-05,6600000
PDD016410,DP12162,KTM002_R008,2024-08-02,2024-08-04,3600000
PDD016411,DP12162,BGG002_R021,2024-08-02,2024-08-04,3000000
PDD016412,DP12163,SLA001_R021,2024-08-02,2024-08-04,4800000
PDD016413,DP12164,BRV001_R028,2024-08-02,2024-08-06,8800000
PDD016414,DP12165,LCI002_R008,2024-08-02,2024-08-05,5400000
PDD016415,DP12166,HBI001_R008,2024-08-02,2024-08-03,1800000
PDD016416,DP12167,BGG001_R019,2024-08-02,2024-08-03,1500000
PDD016417,DP12168,HNO001_R034,2024-08-02,2024-08-04,3400000
PDD016418,DP12169,SLA002_R022,2024-08-02,2024-08-06,6800000
PDD016419,DP12170,QBI002_R003,2024-08-02,2024-08-05,3600000
PDD016420,DP12171,LCI002_R006,2024-08-02,2024-08-06,4800000
PDD016421,DP12172,LAG001_R016,2024-08-02,2024-08-03,1700000
PDD016422,DP12173,BRV004_R021,2024-08-02,2024-08-03,1500000
PDD016423,DP12173,QNA002_R002,2024-08-02,2024-08-05,3600000
PDD016424,DP12174,HPG002_R037,2024-08-02,2024-08-03,1700000
PDD016425,DP12174,QNI001_R016,2024-08-02,2024-08-03,1500000
PDD016426,DP12175,DBI002_R024,2024-08-02,2024-08-07,8500000
PDD016427,DP12175,BRV002_R009,2024-08-02,2024-08-05,5400000
PDD016428,DP12176,VPC001_R003,2024-08-02,2024-08-04,2400000
PDD016429,DP12176,PYN001_R007,2024-08-02,2024-08-05,7200000
PDD016430,DP12177,DNA002_R007,2024-08-02,2024-08-04,2400000
PDD016431,DP12178,LCH002_R016,2024-08-03,2024-08-04,2400000
PDD016432,DP12179,HNO005_R001,2024-08-03,2024-08-05,2400000
PDD016433,DP12180,CTO001_R003,2024-08-03,2024-08-04,1200000
PDD016434,DP12181,BGG002_R025,2024-08-03,2024-08-07,11200000
PDD016435,DP12181,GLI001_R026,2024-08-03,2024-08-07,14000000
PDD016436,DP12182,HPG002_R017,2024-08-03,2024-08-05,3600000
PDD016437,DP12182,QNG002_R003,2024-08-03,2024-08-07,4800000
PDD016438,DP12183,HNO003_R021,2024-08-03,2024-08-08,7500000
PDD016439,DP12184,NDH001_R027,2024-08-03,2024-08-05,2200000
PDD016440,DP12184,YBI001_R010,2024-08-03,2024-08-08,9000000
PDD016441,DP12185,TBI001_R008,2024-08-03,2024-08-04,1800000
PDD016442,DP12186,TBG001_R025,2024-08-03,2024-08-08,5000000
PDD016443,DP12187,QBI001_R036,2024-08-03,2024-08-07,6800000
PDD016444,DP12188,BDG001_R035,2024-08-03,2024-08-04,2000000
