MaSuDungDichVu,MaDichVu,MaPhongDuocDat,ThoiGian,SoLuong,ThanhTien
SDV056918,SVC017,PDD022968,2024-10-27,3,1500000
SDV056919,SVC021,PDD022968,2024-10-27,2,0
SDV056920,SVC025,PDD022927,2024-10-27,1,250000
SDV056921,SVC002,PDD022966,2024-10-27,1,120000
SDV056922,SVC002,PDD022966,2024-10-27,2,240000
SDV056923,SVC021,PDD022969,2024-10-27,2,0
SDV056924,SVC020,PDD022990,2024-10-27,2,0
SDV056925,SVC016,PDD022895,2024-10-27,2,40000
SDV056926,SVC003,PDD022999,2024-10-27,1,0
SDV056927,SVC020,PDD022896,2024-10-27,3,0
SDV056928,SVC025,PDD022966,2024-10-27,1,250000
SDV056929,SVC012,PDD022897,2024-10-27,1,500000
SDV056930,SVC016,PDD022969,2024-10-27,3,60000
SDV056931,SVC005,PDD022997,2024-10-27,2,1600000
SDV056932,SVC009,PDD022899,2024-10-27,1,0
SDV056933,SVC019,PDD022926,2024-10-27,3,300000
SDV056934,SVC009,PDD022930,2024-10-27,2,0
SDV056935,SVC009,PDD022900,2024-10-27,2,0
SDV056936,SVC025,PDD022990,2024-10-27,3,750000
SDV056937,SVC010,PDD022990,2024-10-27,3,600000
SDV056938,SVC019,PDD022997,2024-10-27,3,300000
SDV056939,SVC009,PDD022997,2024-10-27,1,0
SDV056940,SVC018,PDD022900,2024-10-27,2,4000000
SDV056941,SVC006,PDD022902,2024-10-27,1,300000
SDV056942,SVC005,PDD022933,2024-10-27,2,1600000
SDV056943,SVC002,PDD022990,2024-10-27,2,240000
SDV056944,SVC019,PDD022963,2024-10-27,3,300000
SDV056945,SVC001,PDD022971,2024-10-27,2,600000
SDV056946,SVC002,PDD022908,2024-10-27,1,120000
SDV056947,SVC010,PDD022951,2024-10-27,3,600000
SDV056948,SVC022,PDD022977,2024-10-27,2,0
SDV056949,SVC010,PDD022988,2024-10-27,2,400000
SDV056950,SVC022,PDD022987,2024-10-27,1,0
SDV056951,SVC023,PDD022939,2024-10-27,1,300000
SDV056952,SVC010,PDD022920,2024-10-27,2,400000
SDV056953,SVC024,PDD022977,2024-10-27,3,300000
SDV056954,SVC022,PDD022977,2024-10-27,3,0
SDV056955,SVC025,PDD022991,2024-10-27,3,750000
SDV056956,SVC018,PDD022922,2024-10-27,1,2000000
SDV056957,SVC023,PDD022939,2024-10-27,1,300000
SDV056958,SVC022,PDD022941,2024-10-27,1,0
SDV056959,SVC013,PDD022951,2024-10-27,3,450000
SDV056960,SVC017,PDD022977,2024-10-27,1,500000
SDV056961,SVC013,PDD022980,2024-10-27,3,450000
SDV056962,SVC012,PDD022941,2024-10-27,1,500000
SDV056963,SVC002,PDD022949,2024-10-27,3,360000
SDV056964,SVC003,PDD022980,2024-10-27,2,0
SDV056965,SVC022,PDD022941,2024-10-27,2,0
SDV056966,SVC017,PDD022942,2024-10-27,3,1500000
SDV056967,SVC003,PDD022985,2024-10-27,3,0
SDV056968,SVC020,PDD022981,2024-10-27,2,0
SDV056969,SVC011,PDD022982,2024-10-27,3,1050000
SDV056970,SVC011,PDD022982,2024-10-27,3,1050000
SDV056971,SVC009,PDD022982,2024-10-27,3,0
SDV056972,SVC014,PDD022944,2024-10-27,3,9000000
SDV056973,SVC011,PDD022979,2024-10-27,2,700000
SDV056974,SVC010,PDD022951,2024-10-27,3,600000
SDV056975,SVC014,PDD022951,2024-10-27,2,6000000
SDV056976,SVC011,PDD022951,2024-10-27,1,350000
SDV056977,SVC010,PDD022995,2024-10-27,3,600000
SDV056978,SVC010,PDD022963,2024-10-27,3,600000
SDV056979,SVC003,PDD022923,2024-10-27,2,0
SDV056980,SVC008,PDD022962,2024-10-27,3,0
SDV056981,SVC017,PDD022990,2024-10-27,3,1500000
SDV056982,SVC014,PDD022961,2024-10-27,3,9000000
SDV056983,SVC015,PDD022971,2024-10-27,3,0
SDV056984,SVC012,PDD022972,2024-10-27,1,500000
SDV056985,SVC014,PDD022912,2024-10-27,2,6000000
SDV056986,SVC019,PDD022913,2024-10-27,3,300000
SDV056987,SVC019,PDD022913,2024-10-27,1,100000
SDV056988,SVC017,PDD022973,2024-10-27,2,1000000
SDV056989,SVC013,PDD022973,2024-10-27,3,450000
SDV056990,SVC010,PDD022974,2024-10-27,2,400000
SDV056991,SVC019,PDD022995,2024-10-27,1,100000
SDV056992,SVC023,PDD022954,2024-10-27,1,300000
SDV056993,SVC019,PDD022974,2024-10-27,1,100000
SDV056994,SVC011,PDD022976,2024-10-27,3,1050000
SDV056995,SVC010,PDD022922,2024-10-27,1,200000
SDV056996,SVC006,PDD022977,2024-10-27,3,900000
SDV056997,SVC022,PDD022994,2024-10-27,2,0
SDV056998,SVC009,PDD022989,2024-10-27,1,0
SDV056999,SVC017,PDD022937,2024-10-27,3,1500000
SDV057000,SVC013,PDD022988,2024-10-27,3,450000
SDV057001,SVC005,PDD022917,2024-10-27,3,2400000
SDV057002,SVC005,PDD022993,2024-10-27,3,2400000
SDV057003,SVC023,PDD022988,2024-10-27,2,600000
SDV057004,SVC014,PDD022908,2024-10-27,1,3000000
SDV057005,SVC001,PDD022941,2024-10-27,2,600000
SDV057006,SVC004,PDD022666,2024-10-27,1,1200000
SDV057007,SVC003,PDD022890,2024-10-27,2,0
SDV057008,SVC004,PDD022798,2024-10-27,3,3600000
SDV057009,SVC019,PDD022800,2024-10-27,1,100000
SDV057010,SVC021,PDD022804,2024-10-27,1,0
SDV057011,SVC021,PDD022808,2024-10-27,3,0
SDV057012,SVC016,PDD022819,2024-10-27,2,40000
SDV057013,SVC001,PDD022892,2024-10-27,2,600000
SDV057014,SVC002,PDD022821,2024-10-27,1,120000
SDV057015,SVC017,PDD022822,2024-10-27,3,1500000
SDV057016,SVC012,PDD022826,2024-10-27,2,1000000
SDV057017,SVC018,PDD022827,2024-10-27,3,6000000
SDV057018,SVC009,PDD022828,2024-10-27,1,0
SDV057019,SVC002,PDD022828,2024-10-27,2,240000
SDV057020,SVC013,PDD022798,2024-10-27,3,450000
SDV057021,SVC013,PDD022830,2024-10-27,1,150000
SDV057022,SVC023,PDD022832,2024-10-27,3,900000
SDV057023,SVC011,PDD022834,2024-10-27,1,350000
SDV057024,SVC009,PDD022842,2024-10-27,3,0
SDV057025,SVC001,PDD022842,2024-10-27,1,300000
SDV057026,SVC002,PDD022845,2024-10-27,3,360000
SDV057027,SVC011,PDD022845,2024-10-27,3,1050000
SDV057028,SVC021,PDD022845,2024-10-27,1,0
SDV057029,SVC016,PDD022845,2024-10-27,3,60000
SDV057030,SVC016,PDD022851,2024-10-27,1,20000
SDV057031,SVC022,PDD022851,2024-10-27,2,0
SDV057032,SVC024,PDD022853,2024-10-27,1,100000
SDV057033,SVC021,PDD022857,2024-10-27,2,0
SDV057034,SVC003,PDD022830,2024-10-27,3,0
SDV057035,SVC014,PDD022857,2024-10-27,1,3000000
SDV057036,SVC010,PDD022796,2024-10-27,3,600000
SDV057037,SVC016,PDD022790,2024-10-27,2,40000
SDV057038,SVC007,PDD022672,2024-10-27,3,600000
SDV057039,SVC025,PDD022674,2024-10-27,2,500000
SDV057040,SVC008,PDD022658,2024-10-27,3,0
SDV057041,SVC007,PDD022658,2024-10-27,2,400000
SDV057042,SVC019,PDD022678,2024-10-27,2,200000
SDV057043,SVC009,PDD022645,2024-10-27,1,0
SDV057044,SVC013,PDD022968,2024-10-27,1,150000
SDV057045,SVC014,PDD022712,2024-10-27,2,6000000
SDV057046,SVC024,PDD022722,2024-10-27,2,200000
SDV057047,SVC004,PDD022722,2024-10-27,1,1200000
SDV057048,SVC021,PDD022723,2024-10-27,2,0
SDV057049,SVC023,PDD022735,2024-10-27,3,900000
SDV057050,SVC019,PDD022796,2024-10-27,2,200000
SDV057051,SVC010,PDD022735,2024-10-27,2,400000
SDV057052,SVC007,PDD022741,2024-10-27,2,400000
SDV057053,SVC023,PDD022765,2024-10-27,2,600000
SDV057054,SVC002,PDD022769,2024-10-27,3,360000
SDV057055,SVC008,PDD022769,2024-10-27,1,0
SDV057056,SVC008,PDD022777,2024-10-27,2,0
SDV057057,SVC024,PDD022777,2024-10-27,2,200000
SDV057058,SVC005,PDD022781,2024-10-27,2,1600000
SDV057059,SVC010,PDD022781,2024-10-27,3,600000
SDV057060,SVC024,PDD022782,2024-10-27,1,100000
SDV057061,SVC015,PDD022785,2024-10-27,2,0
SDV057062,SVC022,PDD022788,2024-10-27,3,0
SDV057063,SVC007,PDD022789,2024-10-27,3,600000
SDV057064,SVC008,PDD022738,2024-10-27,2,0
SDV057065,SVC010,PDD022860,2024-10-27,2,400000
SDV057066,SVC018,PDD022821,2024-10-27,1,2000000
SDV057067,SVC018,PDD022875,2024-10-27,1,2000000
SDV057068,SVC021,PDD022883,2024-10-27,1,0
SDV057069,SVC006,PDD022885,2024-10-27,1,300000
SDV057070,SVC016,PDD022885,2024-10-27,3,60000
SDV057071,SVC021,PDD022882,2024-10-27,2,0
SDV057072,SVC005,PDD022882,2024-10-27,2,1600000
SDV057073,SVC006,PDD022873,2024-10-27,1,300000
SDV057074,SVC025,PDD022881,2024-10-27,1,250000
SDV057075,SVC006,PDD022872,2024-10-27,1,300000
SDV057076,SVC017,PDD022872,2024-10-27,3,1500000
SDV057077,SVC020,PDD022872,2024-10-27,1,0
SDV057078,SVC015,PDD022871,2024-10-27,3,0
SDV057079,SVC009,PDD022881,2024-10-27,2,0
SDV057080,SVC015,PDD022879,2024-10-27,1,0
SDV057081,SVC017,PDD023003,2024-10-27,3,1500000
SDV057082,SVC003,PDD022876,2024-10-27,3,0
SDV057083,SVC022,PDD022865,2024-10-27,1,0
SDV057084,SVC005,PDD022999,2024-10-27,1,800000
SDV057085,SVC004,PDD022865,2024-10-27,1,1200000
SDV057086,SVC012,PDD023000,2024-10-27,1,500000
SDV057087,SVC010,PDD023000,2024-10-27,2,400000
SDV057088,SVC013,PDD022877,2024-10-27,3,450000
SDV057089,SVC012,PDD023002,2024-10-27,2,1000000
SDV057090,SVC017,PDD022888,2024-10-27,3,1500000
SDV057091,SVC020,PDD022866,2024-10-27,3,0
SDV057092,SVC013,PDD022885,2024-10-27,1,150000
SDV057093,SVC001,PDD022877,2024-10-27,3,900000
SDV057094,SVC025,PDD022870,2024-10-27,3,750000
SDV057095,SVC006,PDD022877,2024-10-27,2,600000
SDV057096,SVC012,PDD023048,2024-10-28,2,1000000
SDV057097,SVC011,PDD023045,2024-10-28,1,350000
SDV057098,SVC016,PDD023009,2024-10-28,1,20000
SDV057099,SVC021,PDD023010,2024-10-28,3,0
SDV057100,SVC010,PDD022979,2024-10-28,3,600000
SDV057101,SVC007,PDD023048,2024-10-28,2,400000
SDV057102,SVC006,PDD023047,2024-10-28,2,600000
SDV057103,SVC001,PDD023008,2024-10-28,2,600000
SDV057104,SVC001,PDD023045,2024-10-28,1,300000
SDV057105,SVC016,PDD023045,2024-10-28,2,40000
SDV057106,SVC007,PDD023046,2024-10-28,2,400000
SDV057107,SVC005,PDD023043,2024-10-28,3,2400000
SDV057108,SVC008,PDD023047,2024-10-28,2,0
SDV057109,SVC019,PDD023045,2024-10-28,3,300000
SDV057110,SVC007,PDD023020,2024-10-28,3,600000
SDV057111,SVC014,PDD023050,2024-10-28,3,9000000
SDV057112,SVC001,PDD023001,2024-10-28,2,600000
SDV057113,SVC012,PDD023002,2024-10-28,3,1500000
SDV057114,SVC015,PDD023058,2024-10-28,3,0
SDV057115,SVC020,PDD023002,2024-10-28,3,0
SDV057116,SVC009,PDD022970,2024-10-28,1,0
SDV057117,SVC023,PDD022970,2024-10-28,2,600000
SDV057118,SVC009,PDD023057,2024-10-28,3,0
SDV057119,SVC018,PDD022970,2024-10-28,3,6000000
SDV057120,SVC024,PDD022970,2024-10-28,3,300000
SDV057121,SVC015,PDD022971,2024-10-28,3,0
SDV057122,SVC016,PDD023007,2024-10-28,1,20000
SDV057123,SVC012,PDD023008,2024-10-28,1,500000
SDV057124,SVC024,PDD023056,2024-10-28,3,300000
SDV057125,SVC004,PDD023055,2024-10-28,2,2400000
SDV057126,SVC013,PDD022971,2024-10-28,1,150000
SDV057127,SVC011,PDD022971,2024-10-28,3,1050000
SDV057128,SVC005,PDD023053,2024-10-28,2,1600000
SDV057129,SVC019,PDD022972,2024-10-28,2,200000
SDV057130,SVC009,PDD022983,2024-10-28,2,0
SDV057131,SVC022,PDD022973,2024-10-28,1,0
SDV057132,SVC004,PDD022973,2024-10-28,3,3600000
SDV057133,SVC007,PDD022974,2024-10-28,3,600000
SDV057134,SVC015,PDD023052,2024-10-28,2,0
SDV057135,SVC006,PDD022976,2024-10-28,2,600000
SDV057136,SVC008,PDD022983,2024-10-28,1,0
SDV057137,SVC017,PDD023041,2024-10-28,3,1500000
SDV057138,SVC001,PDD023042,2024-10-28,2,600000
SDV057139,SVC023,PDD023030,2024-10-28,1,300000
SDV057140,SVC007,PDD023014,2024-10-28,2,400000
SDV057141,SVC020,PDD023015,2024-10-28,2,0
SDV057142,SVC014,PDD023015,2024-10-28,1,3000000
SDV057143,SVC001,PDD023016,2024-10-28,3,900000
SDV057144,SVC013,PDD023028,2024-10-28,2,300000
SDV057145,SVC010,PDD023027,2024-10-28,2,400000
SDV057146,SVC014,PDD023027,2024-10-28,1,3000000
SDV057147,SVC014,PDD023026,2024-10-28,2,6000000
SDV057148,SVC022,PDD023016,2024-10-28,1,0
SDV057149,SVC004,PDD023016,2024-10-28,3,3600000
SDV057150,SVC018,PDD023026,2024-10-28,3,6000000
SDV057151,SVC013,PDD023026,2024-10-28,3,450000
SDV057152,SVC021,PDD023026,2024-10-28,1,0
SDV057153,SVC003,PDD022995,2024-10-28,3,0
SDV057154,SVC004,PDD023016,2024-10-28,3,3600000
SDV057155,SVC001,PDD023017,2024-10-28,2,600000
SDV057156,SVC005,PDD022995,2024-10-28,3,2400000
SDV057157,SVC008,PDD022995,2024-10-28,2,0
SDV057158,SVC013,PDD022994,2024-10-28,2,300000
SDV057159,SVC004,PDD023022,2024-10-28,2,2400000
SDV057160,SVC011,PDD023021,2024-10-28,2,700000
SDV057161,SVC018,PDD023017,2024-10-28,3,6000000
SDV057162,SVC002,PDD023018,2024-10-28,3,360000
SDV057163,SVC016,PDD023021,2024-10-28,2,40000
SDV057164,SVC002,PDD023030,2024-10-28,3,360000
SDV057165,SVC012,PDD022985,2024-10-28,3,1500000
SDV057166,SVC016,PDD023032,2024-10-28,2,40000
SDV057167,SVC023,PDD023034,2024-10-28,2,600000
SDV057168,SVC012,PDD022996,2024-10-28,1,500000
SDV057169,SVC012,PDD023041,2024-10-28,2,1000000
SDV057170,SVC023,PDD023020,2024-10-28,3,900000
SDV057171,SVC024,PDD023011,2024-10-28,3,300000
SDV057172,SVC002,PDD023011,2024-10-28,2,240000
SDV057173,SVC006,PDD023040,2024-10-28,2,600000
SDV057174,SVC001,PDD022985,2024-10-28,1,300000
SDV057175,SVC006,PDD023040,2024-10-28,1,300000
SDV057176,SVC018,PDD023039,2024-10-28,3,6000000
SDV057177,SVC018,PDD023039,2024-10-28,3,6000000
SDV057178,SVC021,PDD023012,2024-10-28,3,0
SDV057179,SVC001,PDD023059,2024-10-28,1,300000
SDV057180,SVC009,PDD022988,2024-10-28,3,0
SDV057181,SVC018,PDD023012,2024-10-28,2,4000000
SDV057182,SVC013,PDD023039,2024-10-28,3,450000
SDV057183,SVC018,PDD023037,2024-10-28,1,2000000
SDV057184,SVC003,PDD023036,2024-10-28,2,0
SDV057185,SVC004,PDD023012,2024-10-28,2,2400000
SDV057186,SVC010,PDD023036,2024-10-28,3,600000
SDV057187,SVC025,PDD023036,2024-10-28,3,750000
SDV057188,SVC020,PDD022989,2024-10-28,1,0
SDV057189,SVC011,PDD023035,2024-10-28,1,350000
SDV057190,SVC002,PDD022996,2024-10-28,3,360000
SDV057191,SVC005,PDD023035,2024-10-28,3,2400000
SDV057192,SVC011,PDD023034,2024-10-28,3,1050000
SDV057193,SVC020,PDD023034,2024-10-28,3,0
SDV057194,SVC019,PDD022967,2024-10-28,3,300000
SDV057195,SVC025,PDD022988,2024-10-28,2,500000
SDV057196,SVC018,PDD022798,2024-10-28,1,2000000
SDV057197,SVC007,PDD022917,2024-10-28,2,400000
SDV057198,SVC021,PDD022738,2024-10-28,2,0
SDV057199,SVC007,PDD022922,2024-10-28,1,200000
SDV057200,SVC008,PDD022752,2024-10-28,1,0
SDV057201,SVC025,PDD022770,2024-10-28,3,750000
SDV057202,SVC025,PDD022931,2024-10-28,1,250000
SDV057203,SVC023,PDD022933,2024-10-28,3,900000
SDV057204,SVC014,PDD022864,2024-10-28,2,6000000
SDV057205,SVC008,PDD022934,2024-10-28,2,0
SDV057206,SVC024,PDD022860,2024-10-28,3,300000
SDV057207,SVC006,PDD022855,2024-10-28,1,300000
SDV057208,SVC016,PDD022770,2024-10-28,2,40000
SDV057209,SVC005,PDD022886,2024-10-28,1,800000
SDV057210,SVC014,PDD022938,2024-10-28,2,6000000
SDV057211,SVC020,PDD022938,2024-10-28,3,0
SDV057212,SVC025,PDD022840,2024-10-28,1,250000
SDV057213,SVC025,PDD022943,2024-10-28,1,250000
SDV057214,SVC009,PDD022835,2024-10-28,3,0
SDV057215,SVC023,PDD022944,2024-10-28,3,900000
SDV057216,SVC011,PDD022915,2024-10-28,1,350000
SDV057217,SVC008,PDD022738,2024-10-28,2,0
SDV057218,SVC023,PDD022914,2024-10-28,3,900000
SDV057219,SVC022,PDD022727,2024-10-28,2,0
SDV057220,SVC018,PDD022886,2024-10-28,2,4000000
SDV057221,SVC015,PDD022876,2024-10-28,2,0
SDV057222,SVC022,PDD022886,2024-10-28,3,0
SDV057223,SVC014,PDD022875,2024-10-28,1,3000000
SDV057224,SVC015,PDD022875,2024-10-28,3,0
SDV057225,SVC021,PDD022800,2024-10-28,2,0
SDV057226,SVC013,PDD022712,2024-10-28,3,450000
SDV057227,SVC007,PDD022889,2024-10-28,3,600000
SDV057228,SVC024,PDD022889,2024-10-28,1,100000
SDV057229,SVC019,PDD022835,2024-10-28,2,200000
SDV057230,SVC001,PDD022720,2024-10-28,2,600000
SDV057231,SVC006,PDD022896,2024-10-28,3,900000
SDV057232,SVC008,PDD022723,2024-10-28,3,0
SDV057233,SVC007,PDD022900,2024-10-28,1,200000
SDV057234,SVC020,PDD022900,2024-10-28,2,0
SDV057235,SVC010,PDD022873,2024-10-28,3,600000
SDV057236,SVC003,PDD022727,2024-10-28,1,0
SDV057237,SVC020,PDD022908,2024-10-28,1,0
SDV057238,SVC012,PDD022870,2024-10-28,3,1500000
SDV057239,SVC025,PDD022870,2024-10-28,3,750000
SDV057240,SVC009,PDD022890,2024-10-28,2,0
SDV057241,SVC011,PDD022948,2024-10-28,2,700000
SDV057242,SVC016,PDD022855,2024-10-28,1,20000
SDV057243,SVC020,PDD022832,2024-10-28,1,0
SDV057244,SVC013,PDD022958,2024-10-28,2,300000
SDV057245,SVC017,PDD022789,2024-10-28,3,1500000
SDV057246,SVC018,PDD022959,2024-10-28,2,4000000
SDV057247,SVC020,PDD022815,2024-10-28,1,0
SDV057248,SVC025,PDD022794,2024-10-28,1,250000
SDV057249,SVC010,PDD022948,2024-10-28,2,400000
SDV057250,SVC006,PDD022796,2024-10-28,1,300000
SDV057251,SVC009,PDD022811,2024-10-28,1,0
SDV057252,SVC008,PDD022815,2024-10-28,1,0
SDV057253,SVC015,PDD022811,2024-10-28,1,0
SDV057254,SVC016,PDD022800,2024-10-28,2,40000
SDV057255,SVC005,PDD022961,2024-10-28,2,1600000
SDV057256,SVC021,PDD022961,2024-10-28,2,0
SDV057257,SVC017,PDD022811,2024-10-28,2,1000000
SDV057258,SVC001,PDD022963,2024-10-28,3,900000
SDV057259,SVC013,PDD022963,2024-10-28,2,300000
SDV057260,SVC012,PDD022963,2024-10-28,1,500000
SDV057261,SVC009,PDD022798,2024-10-28,2,0
SDV057262,SVC017,PDD022960,2024-10-28,2,1000000
SDV057263,SVC008,PDD022786,2024-10-28,1,0
SDV057264,SVC002,PDD022954,2024-10-28,2,240000
SDV057265,SVC012,PDD022798,2024-10-28,3,1500000
SDV057266,SVC007,PDD022950,2024-10-28,1,200000
SDV057267,SVC022,PDD022815,2024-10-28,3,0
SDV057268,SVC020,PDD022949,2024-10-28,3,0
SDV057269,SVC022,PDD022827,2024-10-28,1,0
SDV057270,SVC019,PDD022949,2024-10-28,1,100000
SDV057271,SVC007,PDD022949,2024-10-28,2,400000
SDV057272,SVC014,PDD022780,2024-10-28,2,6000000
SDV057273,SVC002,PDD022785,2024-10-28,2,240000
SDV057274,SVC017,PDD022830,2024-10-28,3,1500000
SDV057275,SVC023,PDD022785,2024-10-28,3,900000
SDV057276,SVC006,PDD022780,2024-10-28,2,600000
SDV057277,SVC011,PDD022832,2024-10-28,1,350000
SDV057278,SVC006,PDD022949,2024-10-28,2,600000
SDV057279,SVC021,PDD023083,2024-10-29,3,0
SDV057280,SVC021,PDD023081,2024-10-29,2,0
SDV057281,SVC005,PDD023123,2024-10-29,3,2400000
SDV057282,SVC025,PDD023073,2024-10-29,1,250000
SDV057283,SVC010,PDD023077,2024-10-29,1,200000
SDV057284,SVC015,PDD023076,2024-10-29,2,0
SDV057285,SVC019,PDD023076,2024-10-29,2,200000
SDV057286,SVC014,PDD023076,2024-10-29,2,6000000
SDV057287,SVC010,PDD023068,2024-10-29,1,200000
SDV057288,SVC019,PDD023040,2024-10-29,3,300000
SDV057289,SVC003,PDD023071,2024-10-29,3,0
SDV057290,SVC024,PDD023081,2024-10-29,1,100000
SDV057291,SVC009,PDD023063,2024-10-29,2,0
SDV057292,SVC017,PDD023054,2024-10-29,1,500000
SDV057293,SVC002,PDD023040,2024-10-29,2,240000
SDV057294,SVC004,PDD023058,2024-10-29,1,1200000
SDV057295,SVC024,PDD023055,2024-10-29,1,100000
SDV057296,SVC021,PDD023055,2024-10-29,2,0
SDV057297,SVC005,PDD023042,2024-10-29,3,2400000
SDV057298,SVC019,PDD023051,2024-10-29,2,200000
SDV057299,SVC013,PDD023050,2024-10-29,2,300000
SDV057300,SVC008,PDD022784,2024-10-29,3,0
SDV057301,SVC007,PDD022784,2024-10-29,2,400000
SDV057302,SVC007,PDD023047,2024-10-29,2,400000
SDV057303,SVC021,PDD023046,2024-10-29,3,0
SDV057304,SVC001,PDD023046,2024-10-29,2,600000
SDV057305,SVC001,PDD023047,2024-10-29,2,600000
SDV057306,SVC001,PDD022770,2024-10-29,2,600000
SDV057307,SVC017,PDD023040,2024-10-29,2,1000000
SDV057308,SVC004,PDD023086,2024-10-29,1,1200000
SDV057309,SVC012,PDD023096,2024-10-29,2,1000000
SDV057310,SVC005,PDD023088,2024-10-29,2,1600000
SDV057311,SVC014,PDD023114,2024-10-29,3,9000000
SDV057312,SVC007,PDD023114,2024-10-29,1,200000
SDV057313,SVC017,PDD023137,2024-10-29,3,1500000
SDV057314,SVC025,PDD023138,2024-10-29,3,750000
SDV057315,SVC023,PDD023138,2024-10-29,1,300000
SDV057316,SVC019,PDD023140,2024-10-29,3,300000
SDV057317,SVC023,PDD023110,2024-10-29,3,900000
SDV057318,SVC012,PDD023110,2024-10-29,1,500000
SDV057319,SVC008,PDD023110,2024-10-29,2,0
SDV057320,SVC021,PDD023110,2024-10-29,1,0
SDV057321,SVC017,PDD023140,2024-10-29,1,500000
SDV057322,SVC008,PDD023109,2024-10-29,2,0
SDV057323,SVC017,PDD023145,2024-10-29,2,1000000
SDV057324,SVC006,PDD023145,2024-10-29,3,900000
SDV057325,SVC020,PDD023146,2024-10-29,2,0
SDV057326,SVC019,PDD023137,2024-10-29,2,200000
SDV057327,SVC021,PDD023146,2024-10-29,3,0
SDV057328,SVC013,PDD023114,2024-10-29,3,450000
SDV057329,SVC005,PDD023132,2024-10-29,1,800000
SDV057330,SVC010,PDD023124,2024-10-29,3,600000
SDV057331,SVC002,PDD023120,2024-10-29,1,120000
SDV057332,SVC018,PDD023130,2024-10-29,1,2000000
SDV057333,SVC009,PDD023120,2024-10-29,2,0
SDV057334,SVC007,PDD023119,2024-10-29,1,200000
SDV057335,SVC018,PDD023119,2024-10-29,2,4000000
SDV057336,SVC021,PDD023118,2024-10-29,2,0
SDV057337,SVC012,PDD023130,2024-10-29,3,1500000
SDV057338,SVC006,PDD023130,2024-10-29,1,300000
SDV057339,SVC017,PDD023130,2024-10-29,2,1000000
SDV057340,SVC022,PDD023131,2024-10-29,3,0
SDV057341,SVC019,PDD023132,2024-10-29,3,300000
SDV057342,SVC012,PDD023132,2024-10-29,2,1000000
SDV057343,SVC009,PDD023132,2024-10-29,2,0
SDV057344,SVC013,PDD023132,2024-10-29,1,150000
SDV057345,SVC018,PDD023136,2024-10-29,1,2000000
SDV057346,SVC016,PDD023088,2024-10-29,3,60000
SDV057347,SVC014,PDD023107,2024-10-29,2,6000000
SDV057348,SVC017,PDD023147,2024-10-29,1,500000
SDV057349,SVC016,PDD023149,2024-10-29,1,20000
SDV057350,SVC002,PDD023096,2024-10-29,3,360000
SDV057351,SVC013,PDD023095,2024-10-29,1,150000
SDV057352,SVC012,PDD023095,2024-10-29,1,500000
SDV057353,SVC001,PDD023095,2024-10-29,2,600000
SDV057354,SVC011,PDD023095,2024-10-29,1,350000
SDV057355,SVC023,PDD023094,2024-10-29,3,900000
SDV057356,SVC024,PDD023094,2024-10-29,3,300000
SDV057357,SVC024,PDD023094,2024-10-29,1,100000
SDV057358,SVC001,PDD023092,2024-10-29,2,600000
SDV057359,SVC024,PDD023092,2024-10-29,1,100000
SDV057360,SVC011,PDD023092,2024-10-29,1,350000
SDV057361,SVC004,PDD023092,2024-10-29,2,2400000
SDV057362,SVC025,PDD023092,2024-10-29,1,250000
SDV057363,SVC010,PDD023089,2024-10-29,2,400000
SDV057364,SVC019,PDD023100,2024-10-29,1,100000
SDV057365,SVC025,PDD023147,2024-10-29,1,250000
SDV057366,SVC025,PDD023100,2024-10-29,3,750000
SDV057367,SVC007,PDD023102,2024-10-29,2,400000
SDV057368,SVC024,PDD023148,2024-10-29,1,100000
SDV057369,SVC018,PDD023148,2024-10-29,2,4000000
SDV057370,SVC018,PDD023149,2024-10-29,2,4000000
SDV057371,SVC023,PDD023104,2024-10-29,1,300000
SDV057372,SVC021,PDD023104,2024-10-29,2,0
SDV057373,SVC001,PDD023104,2024-10-29,3,900000
SDV057374,SVC007,PDD023104,2024-10-29,1,200000
SDV057375,SVC013,PDD023149,2024-10-29,3,450000
SDV057376,SVC006,PDD023149,2024-10-29,3,900000
SDV057377,SVC014,PDD023103,2024-10-29,3,9000000
SDV057378,SVC023,PDD023103,2024-10-29,1,300000
SDV057379,SVC011,PDD023102,2024-10-29,1,350000
SDV057380,SVC015,PDD023102,2024-10-29,3,0
SDV057381,SVC017,PDD023102,2024-10-29,3,1500000
SDV057382,SVC009,PDD023102,2024-10-29,2,0
SDV057383,SVC020,PDD023101,2024-10-29,2,0
SDV057384,SVC022,PDD022800,2024-10-29,1,0
SDV057385,SVC017,PDD023113,2024-10-29,2,1000000
SDV057386,SVC020,PDD023037,2024-10-29,1,0
SDV057387,SVC014,PDD022917,2024-10-29,3,9000000
SDV057388,SVC021,PDD022994,2024-10-29,1,0
SDV057389,SVC004,PDD022914,2024-10-29,1,1200000
SDV057390,SVC016,PDD022914,2024-10-29,1,20000
SDV057391,SVC005,PDD022912,2024-10-29,2,1600000
SDV057392,SVC014,PDD022906,2024-10-29,2,6000000
SDV057393,SVC008,PDD022903,2024-10-29,3,0
SDV057394,SVC007,PDD022903,2024-10-29,1,200000
SDV057395,SVC017,PDD022903,2024-10-29,3,1500000
SDV057396,SVC005,PDD022889,2024-10-29,2,1600000
SDV057397,SVC003,PDD022889,2024-10-29,3,0
SDV057398,SVC005,PDD022991,2024-10-29,3,2400000
