MaDanhGia,MaPhongDuocDat,ThoiGian,DiemDanhGia,NhanXet
DGPDD027384_1,PDD027384,2025-01-01,5,Dịch vụ hoàn hảo.
DGPDD027366_1,PDD027366,2025-01-01,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027432_1,PDD027432,2025-01-01,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027349_1,PDD027349,2025-01-01,5,"Rất hài lòng, sẽ quay lại."
DGPDD027399_2,PDD027399,2025-01-01,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027412_1,PDD027412,2025-01-01,1,"Rất tệ, không quay lại."
DGPDD027437_1,PDD027437,2025-01-01,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027336_2,PDD027336,2025-01-01,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027622_1,PDD027622,2025-01-02,5,Dịch vụ hoàn hảo.
DGPDD027324_2,PDD027324,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027395_1,PDD027395,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027522_1,PDD027522,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027624_2,PDD027624,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027371_1,PDD027371,2025-01-02,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027637_1,PDD027637,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027527_2,PDD027527,2025-01-02,2,Không hài lòng lắm.
DGPDD027636_1,PDD027636,2025-01-02,5,Tuyệt vời!
DGPDD027630_1,PDD027630,2025-01-02,5,Tuyệt vời!
DGPDD027537_1,PDD027537,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027633_1,PDD027633,2025-01-02,2,Không hài lòng lắm.
DGPDD027525_1,PDD027525,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027520_1,PDD027520,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027631_1,PDD027631,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027447_1,PDD027447,2025-01-02,2,Không hài lòng lắm.
DGPDD027541_1,PDD027541,2025-01-02,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027575_1,PDD027575,2025-01-02,5,"Rất hài lòng, sẽ quay lại."
DGPDD027335_1,PDD027335,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027584_1,PDD027584,2025-01-02,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027588_1,PDD027588,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027589_1,PDD027589,2025-01-02,5,"Rất hài lòng, sẽ quay lại."
DGPDD027568_1,PDD027568,2025-01-02,1,"Rất tệ, không quay lại."
DGPDD027590_2,PDD027590,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027564_1,PDD027564,2025-01-02,2,Không hài lòng lắm.
DGPDD027386_1,PDD027386,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027772_1,PDD027772,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027597_1,PDD027597,2025-01-02,5,"Rất hài lòng, sẽ quay lại."
DGPDD027604_1,PDD027604,2025-01-02,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027764_1,PDD027764,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027549_1,PDD027549,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027387_2,PDD027387,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027757_1,PDD027757,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027401_2,PDD027401,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027547_1,PDD027547,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027546_1,PDD027546,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027330_1,PDD027330,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027327_2,PDD027327,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027715_2,PDD027715,2025-01-02,1,"Rất tệ, không quay lại."
DGPDD027638_1,PDD027638,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027515_2,PDD027515,2025-01-02,5,Dịch vụ hoàn hảo.
DGPDD027744_1,PDD027744,2025-01-02,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027410_2,PDD027410,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027788_1,PDD027788,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027483_1,PDD027483,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027513_1,PDD027513,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027480_2,PDD027480,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027414_1,PDD027414,2025-01-02,2,Không hài lòng lắm.
DGPDD027418_1,PDD027418,2025-01-02,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027686_1,PDD027686,2025-01-02,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027422_2,PDD027422,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027423_1,PDD027423,2025-01-02,2,Không hài lòng lắm.
DGPDD027687_1,PDD027687,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027429_2,PDD027429,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027466_1,PDD027466,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027430_2,PDD027430,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027461_1,PDD027461,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027346_2,PDD027346,2025-01-02,5,Dịch vụ hoàn hảo.
DGPDD027697_2,PDD027697,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027454_1,PDD027454,2025-01-02,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027453_1,PDD027453,2025-01-02,2,Không hài lòng lắm.
DGPDD027439_1,PDD027439,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027356_1,PDD027356,2025-01-02,5,"Rất hài lòng, sẽ quay lại."
DGPDD027409_1,PDD027409,2025-01-02,5,"Rất hài lòng, sẽ quay lại."
DGPDD027677_1,PDD027677,2025-01-02,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027481_1,PDD027481,2025-01-02,5,Tuyệt vời!
DGPDD027675_1,PDD027675,2025-01-02,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027668_1,PDD027668,2025-01-02,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027641_1,PDD027641,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027786_1,PDD027786,2025-01-02,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027351_2,PDD027351,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027320_2,PDD027320,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027406_1,PDD027406,2025-01-02,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027504_2,PDD027504,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027787_1,PDD027787,2025-01-02,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027343_1,PDD027343,2025-01-03,1,"Rất tệ, không quay lại."
DGPDD027598_1,PDD027598,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027634_1,PDD027634,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027722_1,PDD027722,2025-01-03,5,Dịch vụ hoàn hảo.
DGPDD027594_1,PDD027594,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027734_1,PDD027734,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027704_1,PDD027704,2025-01-03,2,Không hài lòng lắm.
DGPDD027742_1,PDD027742,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027720_1,PDD027720,2025-01-03,5,"Rất hài lòng, sẽ quay lại."
DGPDD027582_2,PDD027582,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027706_1,PDD027706,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027580_1,PDD027580,2025-01-03,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027661_1,PDD027661,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027599_1,PDD027599,2025-01-03,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027770_1,PDD027770,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027668_2,PDD027668,2025-01-03,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027676_1,PDD027676,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027794_1,PDD027794,2025-01-03,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027679_1,PDD027679,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027843_1,PDD027843,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027850_1,PDD027850,2025-01-03,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027615_1,PDD027615,2025-01-03,5,Dịch vụ hoàn hảo.
DGPDD027371_2,PDD027371,2025-01-03,5,"Rất hài lòng, sẽ quay lại."
DGPDD027362_1,PDD027362,2025-01-03,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027745_1,PDD027745,2025-01-03,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027670_1,PDD027670,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027727_1,PDD027727,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027878_1,PDD027878,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027380_1,PDD027380,2025-01-03,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027759_1,PDD027759,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027760_1,PDD027760,2025-01-03,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027732_1,PDD027732,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027605_1,PDD027605,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027601_1,PDD027601,2025-01-03,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027810_1,PDD027810,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027775_1,PDD027775,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027444_1,PDD027444,2025-01-03,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027532_1,PDD027532,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027530_1,PDD027530,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027526_1,PDD027526,2025-01-03,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027524_1,PDD027524,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027520_2,PDD027520,2025-01-03,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027517_2,PDD027517,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027513_2,PDD027513,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027577_1,PDD027577,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027511_1,PDD027511,2025-01-03,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027191_2,PDD027191,2025-01-03,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027326_1,PDD027326,2025-01-03,5,Tuyệt vời!
DGPDD027405_1,PDD027405,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027491_1,PDD027491,2025-01-03,5,Tuyệt vời!
DGPDD027796_1,PDD027796,2025-01-03,5,Dịch vụ hoàn hảo.
DGPDD027488_1,PDD027488,2025-01-03,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027484_2,PDD027484,2025-01-03,5,Tuyệt vời!
DGPDD027417_1,PDD027417,2025-01-03,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027467_2,PDD027467,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027453_2,PDD027453,2025-01-03,5,Tuyệt vời!
DGPDD027437_2,PDD027437,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027451_2,PDD027451,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027450_1,PDD027450,2025-01-03,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027492_1,PDD027492,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027536_2,PDD027536,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027716_1,PDD027716,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027557_1,PDD027557,2025-01-03,5,Dịch vụ hoàn hảo.
DGPDD027566_1,PDD027566,2025-01-03,5,Tuyệt vời!
DGPDD027807_1,PDD027807,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027574_1,PDD027574,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027560_1,PDD027560,2025-01-03,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027561_1,PDD027561,2025-01-03,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027558_1,PDD027558,2025-01-03,5,Tuyệt vời!
DGPDD027554_1,PDD027554,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027729_1,PDD027729,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027570_1,PDD027570,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027805_1,PDD027805,2025-01-04,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027491_2,PDD027491,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027672_1,PDD027672,2025-01-04,5,"Rất hài lòng, sẽ quay lại."
DGPDD027730_1,PDD027730,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027495_1,PDD027495,2025-01-04,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027781_1,PDD027781,2025-01-04,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027592_1,PDD027592,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027498_1,PDD027498,2025-01-04,5,Dịch vụ hoàn hảo.
DGPDD027500_1,PDD027500,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027503_1,PDD027503,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027794_2,PDD027794,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027404_1,PDD027404,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027665_1,PDD027665,2025-01-04,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027659_1,PDD027659,2025-01-04,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027670_2,PDD027670,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027929_1,PDD027929,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027777_1,PDD027777,2025-01-04,5,"Rất hài lòng, sẽ quay lại."
DGPDD027603_1,PDD027603,2025-01-04,5,Tuyệt vời!
DGPDD027448_1,PDD027448,2025-01-04,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027716_2,PDD027716,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027719_1,PDD027719,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027578_1,PDD027578,2025-01-04,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027576_1,PDD027576,2025-01-04,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027699_1,PDD027699,2025-01-04,5,Dịch vụ hoàn hảo.
DGPDD027454_2,PDD027454,2025-01-04,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027431_1,PDD027431,2025-01-04,5,Dịch vụ hoàn hảo.
DGPDD027695_1,PDD027695,2025-01-04,5,Dịch vụ hoàn hảo.
DGPDD027463_1,PDD027463,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027722_2,PDD027722,2025-01-04,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027692_1,PDD027692,2025-01-04,5,Tuyệt vời!
DGPDD027905_1,PDD027905,2025-01-04,5,Tuyệt vời!
DGPDD027723_1,PDD027723,2025-01-04,2,Không hài lòng lắm.
DGPDD027690_1,PDD027690,2025-01-04,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027687_2,PDD027687,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027572_1,PDD027572,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027418_2,PDD027418,2025-01-04,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027878_2,PDD027878,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027685_1,PDD027685,2025-01-04,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027417_2,PDD027417,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027587_1,PDD027587,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027654_1,PDD027654,2025-01-04,5,"Rất hài lòng, sẽ quay lại."
DGPDD027871_1,PDD027871,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027638_2,PDD027638,2025-01-04,5,"Rất hài lòng, sẽ quay lại."
DGPDD027770_2,PDD027770,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027552_1,PDD027552,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027531_1,PDD027531,2025-01-04,2,Không hài lòng lắm.
DGPDD027798_1,PDD027798,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027627_1,PDD027627,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027533_1,PDD027533,2025-01-04,1,Trải nghiệm tồi tệ.
DGPDD027395_2,PDD027395,2025-01-04,5,Tuyệt vời!
DGPDD027550_1,PDD027550,2025-01-04,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027547_2,PDD027547,2025-01-04,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027555_1,PDD027555,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027541_2,PDD027541,2025-01-04,1,"Rất tệ, không quay lại."
DGPDD027546_2,PDD027546,2025-01-04,5,Dịch vụ hoàn hảo.
DGPDD027832_1,PDD027832,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027619_1,PDD027619,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027755_1,PDD027755,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027618_1,PDD027618,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027526_2,PDD027526,2025-01-04,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027744_2,PDD027744,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027523_1,PDD027523,2025-01-04,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027650_1,PDD027650,2025-01-04,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027553_1,PDD027553,2025-01-04,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027605_2,PDD027605,2025-01-04,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027647_1,PDD027647,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027816_1,PDD027816,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027511_2,PDD027511,2025-01-04,5,Dịch vụ hoàn hảo.
DGPDD027524_2,PDD027524,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027512_1,PDD027512,2025-01-04,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027607_1,PDD027607,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027639_1,PDD027639,2025-01-04,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027772_2,PDD027772,2025-01-04,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027561_2,PDD027561,2025-01-04,5,"Rất hài lòng, sẽ quay lại."
DGPDD027771_1,PDD027771,2025-01-04,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027596_1,PDD027596,2025-01-04,2,Không hài lòng lắm.
DGPDD027543_1,PDD027543,2025-01-04,5,Dịch vụ hoàn hảo.
DGPDD027756_1,PDD027756,2025-01-05,5,Tuyệt vời!
DGPDD027886_1,PDD027886,2025-01-05,5,Tuyệt vời!
DGPDD027781_2,PDD027781,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027720_2,PDD027720,2025-01-05,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027737_1,PDD027737,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027879_1,PDD027879,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027835_1,PDD027835,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027748_1,PDD027748,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027847_1,PDD027847,2025-01-05,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027869_1,PDD027869,2025-01-05,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027796_2,PDD027796,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027780_1,PDD027780,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027731_1,PDD027731,2025-01-05,5,"Rất hài lòng, sẽ quay lại."
DGPDD027785_1,PDD027785,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027854_1,PDD027854,2025-01-05,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027736_1,PDD027736,2025-01-05,5,Dịch vụ hoàn hảo.
DGPDD027773_1,PDD027773,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027867_1,PDD027867,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027755_2,PDD027755,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027726_1,PDD027726,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027577_2,PDD027577,2025-01-05,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027904_1,PDD027904,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027623_1,PDD027623,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027621_1,PDD027621,2025-01-05,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027618_2,PDD027618,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027996_1,PDD027996,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027612_1,PDD027612,2025-01-05,5,Tuyệt vời!
DGPDD027610_1,PDD027610,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027608_1,PDD027608,2025-01-05,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027601_2,PDD027601,2025-01-05,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027598_2,PDD027598,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028009_1,PDD028009,2025-01-05,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027595_1,PDD027595,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027594_2,PDD027594,2025-01-05,5,"Rất hài lòng, sẽ quay lại."
DGPDD027574_2,PDD027574,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027571_1,PDD027571,2025-01-05,1,Trải nghiệm tồi tệ.
DGPDD027570_2,PDD027570,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027569_1,PDD027569,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027566_2,PDD027566,2025-01-05,5,Tuyệt vời!
DGPDD027550_2,PDD027550,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027532_2,PDD027532,2025-01-05,5,Dịch vụ hoàn hảo.
DGPDD028035_1,PDD028035,2025-01-05,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027500_2,PDD027500,2025-01-05,1,Trải nghiệm tồi tệ.
DGPDD027492_2,PDD027492,2025-01-05,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027405_2,PDD027405,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027404_2,PDD027404,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027343_2,PDD027343,2025-01-05,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027627_2,PDD027627,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027950_1,PDD027950,2025-01-05,2,Không hài lòng lắm.
DGPDD027619_2,PDD027619,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027793_1,PDD027793,2025-01-05,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027669_1,PDD027669,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027639_2,PDD027639,2025-01-05,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027665_2,PDD027665,2025-01-05,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027678_1,PDD027678,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027663_1,PDD027663,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027928_1,PDD027928,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027916_1,PDD027916,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027947_1,PDD027947,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027671_1,PDD027671,2025-01-05,5,"Rất hài lòng, sẽ quay lại."
DGPDD027647_2,PDD027647,2025-01-05,4,"Nhân viên thân thiện, phòng sạch sẽ."
