MaPhong,MaKhachSan,LoaiPhong,GiaNiemYet,TrangThai
DLK001_R032,DLK001,Connecting Room,2000000,Trống
DLK001_R033,DLK001,Connecting Room,2000000,Đang sử dụng
DLK001_R034,DLK001,Twin Room,1700000,Trống
DLK001_R035,DLK001,Double Room,1700000,Trống
DLK001_R036,DLK001,Double Room,1700000,Đang sử dụng
DLK001_R037,DLK001,Single Room,1000000,Đang sử dụng
DLK001_R038,DLK001,Studio Room,1300000,Trống
DLK001_R039,DLK001,Accessible Room,1100000,Đang sử dụng
DLK002_R001,DLK002,Standard Room,1200000,Trống
DLK002_R002,DLK002,Standard Room,1200000,Đang dọn
DLK002_R003,DLK002,Standard Room,1200000,Trống
DLK002_R004,DLK002,Standard Room,1200000,Đang sử dụng
DLK002_R005,DLK002,Standard Room,1200000,Đang dọn
DLK002_R006,DLK002,Standard Room,1200000,Trống
DLK002_R007,DLK002,Standard Room,1200000,Đang dọn
DLK002_R008,DLK002,Standard Room,1200000,Đang dọn
DLK002_R009,DLK002,Standard Room,1200000,Đang sử dụng
DLK002_R010,DLK002,Standard Room,1200000,Đang sử dụng
DLK002_R011,DLK002,Deluxe Room,1800000,Trống
DLK002_R012,DLK002,Deluxe Room,1800000,Đang dọn
DLK002_R013,DLK002,Deluxe Room,1800000,Trống
DLK002_R014,DLK002,Deluxe Room,1800000,Đang sử dụng
DLK002_R015,DLK002,Deluxe Room,1800000,Đang dọn
DLK002_R016,DLK002,Deluxe Room,1800000,Đang dọn
DLK002_R017,DLK002,Deluxe Room,1800000,Đang dọn
DLK002_R018,DLK002,Superior Room,1500000,Đang sử dụng
DLK002_R019,DLK002,Superior Room,1500000,Đang dọn
DLK002_R020,DLK002,Superior Room,1500000,Đang sử dụng
DLK002_R021,DLK002,Superior Room,1500000,Đang dọn
DLK002_R022,DLK002,Executive Room,2400000,Đang dọn
DLK002_R023,DLK002,Executive Room,2400000,Đang dọn
DLK002_R024,DLK002,Junior Suite,2800000,Đang sử dụng
DLK002_R025,DLK002,Junior Suite,2800000,Đang sử dụng
DLK002_R026,DLK002,Suite,3500000,Trống
DLK002_R027,DLK002,Suite,3500000,Trống
DLK002_R028,DLK002,Family Room,2200000,Đang sử dụng
DLK002_R029,DLK002,Family Room,2200000,Đang dọn
DLK002_R030,DLK002,Connecting Room,2000000,Đang dọn
DLK002_R031,DLK002,Connecting Room,2000000,Đang dọn
DLK002_R032,DLK002,Twin Room,1700000,Đang sử dụng
DLK002_R033,DLK002,Double Room,1700000,Đang dọn
DLK002_R034,DLK002,Double Room,1700000,Trống
DLK002_R035,DLK002,Single Room,1000000,Trống
DLK002_R036,DLK002,Studio Room,1300000,Đang dọn
DLK002_R037,DLK002,Accessible Room,1100000,Đang sử dụng
DNO001_R001,DNO001,Standard Room,1200000,Đang sử dụng
DNO001_R002,DNO001,Standard Room,1200000,Đang dọn
DNO001_R003,DNO001,Standard Room,1200000,Đang sử dụng
DNO001_R004,DNO001,Standard Room,1200000,Đang sử dụng
DNO001_R005,DNO001,Standard Room,1200000,Trống
DNO001_R006,DNO001,Standard Room,1200000,Trống
DNO001_R007,DNO001,Standard Room,1200000,Đang sử dụng
DNO001_R008,DNO001,Standard Room,1200000,Đang sử dụng
DNO001_R009,DNO001,Deluxe Room,1800000,Đang sử dụng
DNO001_R010,DNO001,Deluxe Room,1800000,Đang dọn
DNO001_R011,DNO001,Deluxe Room,1800000,Đang sử dụng
DNO001_R012,DNO001,Deluxe Room,1800000,Đang sử dụng
DNO001_R013,DNO001,Deluxe Room,1800000,Trống
DNO001_R014,DNO001,Superior Room,1500000,Trống
DNO001_R015,DNO001,Superior Room,1500000,Đang sử dụng
DNO001_R016,DNO001,Superior Room,1500000,Đang dọn
DNO001_R017,DNO001,Executive Room,2400000,Trống
DNO001_R018,DNO001,Junior Suite,2800000,Đang sử dụng
DNO001_R019,DNO001,Suite,3500000,Đang dọn
DNO001_R020,DNO001,Family Room,2200000,Đang sử dụng
DNO001_R021,DNO001,Family Room,2200000,Trống
DNO001_R022,DNO001,Connecting Room,2000000,Đang dọn
DNO001_R023,DNO001,Twin Room,1700000,Đang dọn
DNO001_R024,DNO001,Double Room,1700000,Đang dọn
DNO001_R025,DNO001,Single Room,1000000,Trống
DNO001_R026,DNO001,Studio Room,1300000,Trống
DNO001_R027,DNO001,Accessible Room,1100000,Đang sử dụng
DNO002_R001,DNO002,Standard Room,1200000,Đang dọn
DNO002_R002,DNO002,Standard Room,1200000,Trống
DNO002_R003,DNO002,Standard Room,1200000,Đang sử dụng
DNO002_R004,DNO002,Standard Room,1200000,Trống
DNO002_R005,DNO002,Standard Room,1200000,Đang dọn
DNO002_R006,DNO002,Standard Room,1200000,Trống
DNO002_R007,DNO002,Standard Room,1200000,Trống
DNO002_R008,DNO002,Deluxe Room,1800000,Trống
DNO002_R009,DNO002,Deluxe Room,1800000,Đang dọn
DNO002_R010,DNO002,Deluxe Room,1800000,Trống
DNO002_R011,DNO002,Deluxe Room,1800000,Trống
DNO002_R012,DNO002,Deluxe Room,1800000,Đang sử dụng
DNO002_R013,DNO002,Superior Room,1500000,Trống
DNO002_R014,DNO002,Superior Room,1500000,Đang dọn
DNO002_R015,DNO002,Superior Room,1500000,Trống
DNO002_R016,DNO002,Executive Room,2400000,Đang dọn
DNO002_R017,DNO002,Junior Suite,2800000,Trống
DNO002_R018,DNO002,Suite,3500000,Đang dọn
DNO002_R019,DNO002,Family Room,2200000,Đang sử dụng
DNO002_R020,DNO002,Family Room,2200000,Trống
DNO002_R021,DNO002,Connecting Room,2000000,Trống
DNO002_R022,DNO002,Twin Room,1700000,Đang sử dụng
DNO002_R023,DNO002,Double Room,1700000,Đang dọn
DBI001_R001,DBI001,Standard Room,1200000,Đang dọn
DBI001_R002,DBI001,Standard Room,1200000,Đang sử dụng
DBI001_R003,DBI001,Standard Room,1200000,Đang dọn
DBI001_R004,DBI001,Standard Room,1200000,Đang sử dụng
DBI001_R005,DBI001,Standard Room,1200000,Đang dọn
DBI001_R006,DBI001,Standard Room,1200000,Đang dọn
DBI001_R007,DBI001,Standard Room,1200000,Đang dọn
DBI001_R008,DBI001,Standard Room,1200000,Trống
DBI001_R009,DBI001,Deluxe Room,1800000,Đang dọn
DBI001_R010,DBI001,Deluxe Room,1800000,Trống
DBI001_R011,DBI001,Deluxe Room,1800000,Đang dọn
DBI001_R012,DBI001,Deluxe Room,1800000,Đang dọn
DBI001_R013,DBI001,Deluxe Room,1800000,Đang sử dụng
DBI001_R014,DBI001,Superior Room,1500000,Trống
DBI001_R015,DBI001,Superior Room,1500000,Đang dọn
DBI001_R016,DBI001,Superior Room,1500000,Đang sử dụng
DBI001_R017,DBI001,Executive Room,2400000,Đang dọn
DBI001_R018,DBI001,Junior Suite,2800000,Trống
DBI001_R019,DBI001,Suite,3500000,Trống
DBI001_R020,DBI001,Family Room,2200000,Trống
DBI001_R021,DBI001,Family Room,2200000,Đang dọn
DBI001_R022,DBI001,Connecting Room,2000000,Trống
DBI001_R023,DBI001,Twin Room,1700000,Đang sử dụng
DBI001_R024,DBI001,Double Room,1700000,Đang sử dụng
DBI001_R025,DBI001,Single Room,1000000,Đang sử dụng
DBI001_R026,DBI001,Studio Room,1300000,Đang dọn
DBI001_R027,DBI001,Accessible Room,1100000,Đang dọn
DBI002_R001,DBI002,Standard Room,1200000,Đang sử dụng
DBI002_R002,DBI002,Standard Room,1200000,Đang sử dụng
DBI002_R003,DBI002,Standard Room,1200000,Đang dọn
DBI002_R004,DBI002,Standard Room,1200000,Đang dọn
DBI002_R005,DBI002,Standard Room,1200000,Đang dọn
DBI002_R006,DBI002,Standard Room,1200000,Trống
DBI002_R007,DBI002,Standard Room,1200000,Trống
DBI002_R008,DBI002,Standard Room,1200000,Đang sử dụng
DBI002_R009,DBI002,Deluxe Room,1800000,Trống
DBI002_R010,DBI002,Deluxe Room,1800000,Trống
DBI002_R011,DBI002,Deluxe Room,1800000,Đang dọn
DBI002_R012,DBI002,Deluxe Room,1800000,Trống
DBI002_R013,DBI002,Deluxe Room,1800000,Đang dọn
DBI002_R014,DBI002,Superior Room,1500000,Đang dọn
DBI002_R015,DBI002,Superior Room,1500000,Trống
DBI002_R016,DBI002,Superior Room,1500000,Đang sử dụng
DBI002_R017,DBI002,Executive Room,2400000,Đang dọn
DBI002_R018,DBI002,Junior Suite,2800000,Đang dọn
DBI002_R019,DBI002,Suite,3500000,Trống
DBI002_R020,DBI002,Family Room,2200000,Đang sử dụng
DBI002_R021,DBI002,Family Room,2200000,Trống
DBI002_R022,DBI002,Connecting Room,2000000,Đang dọn
DBI002_R023,DBI002,Twin Room,1700000,Trống
DBI002_R024,DBI002,Double Room,1700000,Đang dọn
DBI002_R025,DBI002,Single Room,1000000,Trống
DBI002_R026,DBI002,Studio Room,1300000,Đang sử dụng
DBI002_R027,DBI002,Accessible Room,1100000,Trống
DNA001_R001,DNA001,Standard Room,1200000,Trống
DNA001_R002,DNA001,Standard Room,1200000,Trống
DNA001_R003,DNA001,Standard Room,1200000,Trống
DNA001_R004,DNA001,Standard Room,1200000,Đang dọn
DNA001_R005,DNA001,Deluxe Room,1800000,Trống
DNA001_R006,DNA001,Deluxe Room,1800000,Trống
DNA001_R007,DNA001,Superior Room,1500000,Đang sử dụng
DNA001_R008,DNA001,Executive Room,2400000,Trống
DNA001_R009,DNA001,Junior Suite,2800000,Đang sử dụng
DNA001_R010,DNA001,Suite,3500000,Đang sử dụng
DNA001_R011,DNA001,Family Room,2200000,Trống
DNA001_R012,DNA001,Connecting Room,2000000,Đang sử dụng
DNA001_R013,DNA001,Double Room,1700000,Trống
DNA002_R001,DNA002,Standard Room,1200000,Đang dọn
DNA002_R002,DNA002,Standard Room,1200000,Trống
DNA002_R003,DNA002,Standard Room,1200000,Đang sử dụng
DNA002_R004,DNA002,Standard Room,1200000,Trống
DNA002_R005,DNA002,Standard Room,1200000,Trống
DNA002_R006,DNA002,Standard Room,1200000,Đang sử dụng
DNA002_R007,DNA002,Standard Room,1200000,Đang sử dụng
DNA002_R008,DNA002,Standard Room,1200000,Trống
DNA002_R009,DNA002,Standard Room,1200000,Trống
DNA002_R010,DNA002,Standard Room,1200000,Đang dọn
DNA002_R011,DNA002,Deluxe Room,1800000,Trống
DNA002_R012,DNA002,Deluxe Room,1800000,Trống
DNA002_R013,DNA002,Deluxe Room,1800000,Đang dọn
DNA002_R014,DNA002,Deluxe Room,1800000,Trống
DNA002_R015,DNA002,Deluxe Room,1800000,Trống
DNA002_R016,DNA002,Deluxe Room,1800000,Trống
DNA002_R017,DNA002,Deluxe Room,1800000,Đang sử dụng
DNA002_R018,DNA002,Superior Room,1500000,Trống
DNA002_R019,DNA002,Superior Room,1500000,Đang dọn
DNA002_R020,DNA002,Superior Room,1500000,Đang dọn
DNA002_R021,DNA002,Superior Room,1500000,Đang sử dụng
DNA002_R022,DNA002,Executive Room,2400000,Đang sử dụng
DNA002_R023,DNA002,Executive Room,2400000,Trống
DNA002_R024,DNA002,Junior Suite,2800000,Đang sử dụng
DNA002_R025,DNA002,Junior Suite,2800000,Trống
DNA002_R026,DNA002,Suite,3500000,Đang dọn
DNA002_R027,DNA002,Suite,3500000,Đang sử dụng
DNA002_R028,DNA002,Family Room,2200000,Đang dọn
DNA002_R029,DNA002,Family Room,2200000,Đang dọn
DNA002_R030,DNA002,Connecting Room,2000000,Trống
DNA002_R031,DNA002,Connecting Room,2000000,Trống
DNA002_R032,DNA002,Twin Room,1700000,Đang dọn
DNA002_R033,DNA002,Double Room,1700000,Đang sử dụng
DNA002_R034,DNA002,Double Room,1700000,Đang dọn
DNA002_R035,DNA002,Single Room,1000000,Đang sử dụng
DNA002_R036,DNA002,Studio Room,1300000,Đang dọn
DNA002_R037,DNA002,Accessible Room,1100000,Đang sử dụng
DTP001_R001,DTP001,Standard Room,1200000,Đang dọn
DTP001_R002,DTP001,Standard Room,1200000,Đang dọn
DTP001_R003,DTP001,Standard Room,1200000,Đang dọn
DTP001_R004,DTP001,Standard Room,1200000,Đang dọn
DTP001_R005,DTP001,Standard Room,1200000,Đang sử dụng
DTP001_R006,DTP001,Standard Room,1200000,Đang dọn
DTP001_R007,DTP001,Standard Room,1200000,Đang dọn
DTP001_R008,DTP001,Standard Room,1200000,Đang dọn
DTP001_R009,DTP001,Standard Room,1200000,Trống
DTP001_R010,DTP001,Deluxe Room,1800000,Đang dọn
DTP001_R011,DTP001,Deluxe Room,1800000,Đang sử dụng
DTP001_R012,DTP001,Deluxe Room,1800000,Đang dọn
DTP001_R013,DTP001,Deluxe Room,1800000,Đang sử dụng
DTP001_R014,DTP001,Deluxe Room,1800000,Trống
DTP001_R015,DTP001,Deluxe Room,1800000,Trống
DTP001_R016,DTP001,Superior Room,1500000,Trống
DTP001_R017,DTP001,Superior Room,1500000,Đang sử dụng
DTP001_R018,DTP001,Superior Room,1500000,Đang sử dụng
DTP001_R019,DTP001,Superior Room,1500000,Đang sử dụng
DTP001_R020,DTP001,Executive Room,2400000,Trống
DTP001_R021,DTP001,Executive Room,2400000,Đang sử dụng
DTP001_R022,DTP001,Junior Suite,2800000,Trống
DTP001_R023,DTP001,Junior Suite,2800000,Đang dọn
DTP001_R024,DTP001,Suite,3500000,Đang sử dụng
DTP001_R025,DTP001,Suite,3500000,Đang dọn
DTP001_R026,DTP001,Family Room,2200000,Đang dọn
DTP001_R027,DTP001,Family Room,2200000,Đang sử dụng
DTP001_R028,DTP001,Connecting Room,2000000,Đang sử dụng
DTP001_R029,DTP001,Connecting Room,2000000,Đang sử dụng
DTP001_R030,DTP001,Twin Room,1700000,Đang dọn
DTP001_R031,DTP001,Double Room,1700000,Đang dọn
DTP001_R032,DTP001,Double Room,1700000,Đang sử dụng
DTP001_R033,DTP001,Single Room,1000000,Đang dọn
DTP001_R034,DTP001,Studio Room,1300000,Đang dọn
DTP001_R035,DTP001,Accessible Room,1100000,Đang sử dụng
DTP002_R001,DTP002,Standard Room,1200000,Đang dọn
DTP002_R002,DTP002,Standard Room,1200000,Trống
DTP002_R003,DTP002,Standard Room,1200000,Đang sử dụng
DTP002_R004,DTP002,Deluxe Room,1800000,Trống
DTP002_R005,DTP002,Deluxe Room,1800000,Đang dọn
DTP002_R006,DTP002,Superior Room,1500000,Đang sử dụng
DTP002_R007,DTP002,Family Room,2200000,Đang sử dụng
GLI001_R001,GLI001,Standard Room,1200000,Trống
GLI001_R002,GLI001,Standard Room,1200000,Đang dọn
GLI001_R003,GLI001,Standard Room,1200000,Trống
GLI001_R004,GLI001,Standard Room,1200000,Đang sử dụng
GLI001_R005,GLI001,Standard Room,1200000,Đang sử dụng
GLI001_R006,GLI001,Standard Room,1200000,Trống
GLI001_R007,GLI001,Standard Room,1200000,Đang dọn
GLI001_R008,GLI001,Standard Room,1200000,Trống
GLI001_R009,GLI001,Standard Room,1200000,Đang sử dụng
GLI001_R010,GLI001,Standard Room,1200000,Đang sử dụng
GLI001_R011,GLI001,Deluxe Room,1800000,Trống
GLI001_R012,GLI001,Deluxe Room,1800000,Đang sử dụng
GLI001_R013,GLI001,Deluxe Room,1800000,Đang sử dụng
GLI001_R014,GLI001,Deluxe Room,1800000,Trống
GLI001_R015,GLI001,Deluxe Room,1800000,Trống
GLI001_R016,GLI001,Deluxe Room,1800000,Đang dọn
GLI001_R017,GLI001,Deluxe Room,1800000,Đang dọn
GLI001_R018,GLI001,Superior Room,1500000,Trống
GLI001_R019,GLI001,Superior Room,1500000,Đang sử dụng
GLI001_R020,GLI001,Superior Room,1500000,Đang sử dụng
GLI001_R021,GLI001,Superior Room,1500000,Trống
GLI001_R022,GLI001,Executive Room,2400000,Đang dọn
GLI001_R023,GLI001,Executive Room,2400000,Đang sử dụng
GLI001_R024,GLI001,Junior Suite,2800000,Trống
GLI001_R025,GLI001,Junior Suite,2800000,Đang dọn
GLI001_R026,GLI001,Suite,3500000,Đang sử dụng
GLI001_R027,GLI001,Suite,3500000,Đang sử dụng
GLI001_R028,GLI001,Family Room,2200000,Đang sử dụng
GLI001_R029,GLI001,Family Room,2200000,Đang dọn
GLI001_R030,GLI001,Connecting Room,2000000,Đang dọn
GLI001_R031,GLI001,Connecting Room,2000000,Trống
GLI001_R032,GLI001,Twin Room,1700000,Đang dọn
GLI001_R033,GLI001,Double Room,1700000,Đang dọn
GLI001_R034,GLI001,Double Room,1700000,Đang sử dụng
GLI001_R035,GLI001,Single Room,1000000,Đang sử dụng
GLI001_R036,GLI001,Studio Room,1300000,Đang sử dụng
GLI001_R037,GLI001,Accessible Room,1100000,Trống
GLI002_R001,GLI002,Standard Room,1200000,Trống
GLI002_R002,GLI002,Standard Room,1200000,Trống
GLI002_R003,GLI002,Standard Room,1200000,Đang dọn
GLI002_R004,GLI002,Standard Room,1200000,Trống
GLI002_R005,GLI002,Standard Room,1200000,Đang sử dụng
GLI002_R006,GLI002,Standard Room,1200000,Đang sử dụng
GLI002_R007,GLI002,Standard Room,1200000,Đang sử dụng
GLI002_R008,GLI002,Deluxe Room,1800000,Trống
GLI002_R009,GLI002,Deluxe Room,1800000,Đang dọn
GLI002_R010,GLI002,Deluxe Room,1800000,Đang sử dụng
GLI002_R011,GLI002,Deluxe Room,1800000,Trống
GLI002_R012,GLI002,Deluxe Room,1800000,Đang dọn
GLI002_R013,GLI002,Superior Room,1500000,Đang sử dụng
GLI002_R014,GLI002,Superior Room,1500000,Đang sử dụng
GLI002_R015,GLI002,Superior Room,1500000,Đang dọn
GLI002_R016,GLI002,Executive Room,2400000,Trống
GLI002_R017,GLI002,Junior Suite,2800000,Đang dọn
GLI002_R018,GLI002,Suite,3500000,Đang dọn
GLI002_R019,GLI002,Family Room,2200000,Đang dọn
GLI002_R020,GLI002,Family Room,2200000,Đang sử dụng
GLI002_R021,GLI002,Connecting Room,2000000,Đang sử dụng
GLI002_R022,GLI002,Twin Room,1700000,Đang sử dụng
GLI002_R023,GLI002,Double Room,1700000,Trống
HGG001_R001,HGG001,Standard Room,1200000,Đang sử dụng
HGG001_R002,HGG001,Standard Room,1200000,Trống
HGG001_R003,HGG001,Standard Room,1200000,Trống
HGG001_R004,HGG001,Standard Room,1200000,Đang sử dụng
HGG001_R005,HGG001,Standard Room,1200000,Trống
HGG001_R006,HGG001,Standard Room,1200000,Trống
HGG001_R007,HGG001,Standard Room,1200000,Đang dọn
HGG001_R008,HGG001,Standard Room,1200000,Đang sử dụng
HGG001_R009,HGG001,Standard Room,1200000,Đang dọn
HGG001_R010,HGG001,Standard Room,1200000,Trống
HGG001_R011,HGG001,Deluxe Room,1800000,Trống
HGG001_R012,HGG001,Deluxe Room,1800000,Trống
HGG001_R013,HGG001,Deluxe Room,1800000,Đang dọn
HGG001_R014,HGG001,Deluxe Room,1800000,Trống
HGG001_R015,HGG001,Deluxe Room,1800000,Đang sử dụng
HGG001_R016,HGG001,Deluxe Room,1800000,Đang dọn
HGG001_R017,HGG001,Deluxe Room,1800000,Đang dọn
HGG001_R018,HGG001,Superior Room,1500000,Đang sử dụng
HGG001_R019,HGG001,Superior Room,1500000,Trống
HGG001_R020,HGG001,Superior Room,1500000,Đang dọn
HGG001_R021,HGG001,Superior Room,1500000,Trống
HGG001_R022,HGG001,Executive Room,2400000,Đang dọn
HGG001_R023,HGG001,Executive Room,2400000,Trống
HGG001_R024,HGG001,Junior Suite,2800000,Đang sử dụng
HGG001_R025,HGG001,Junior Suite,2800000,Đang dọn
HGG001_R026,HGG001,Suite,3500000,Trống
HGG001_R027,HGG001,Suite,3500000,Trống
HGG001_R028,HGG001,Family Room,2200000,Trống
HGG001_R029,HGG001,Family Room,2200000,Trống
HGG001_R030,HGG001,Connecting Room,2000000,Đang dọn
HGG001_R031,HGG001,Connecting Room,2000000,Đang dọn
HGG001_R032,HGG001,Twin Room,1700000,Đang sử dụng
HGG001_R033,HGG001,Double Room,1700000,Đang dọn
HGG001_R034,HGG001,Double Room,1700000,Đang dọn
HGG001_R035,HGG001,Single Room,1000000,Đang dọn
HGG001_R036,HGG001,Studio Room,1300000,Trống
HGG001_R037,HGG001,Accessible Room,1100000,Đang dọn
HGG002_R001,HGG002,Standard Room,1200000,Đang dọn
HGG002_R002,HGG002,Standard Room,1200000,Trống
HGG002_R003,HGG002,Standard Room,1200000,Đang sử dụng
HGG002_R004,HGG002,Standard Room,1200000,Trống
HGG002_R005,HGG002,Standard Room,1200000,Trống
HGG002_R006,HGG002,Standard Room,1200000,Đang dọn
HGG002_R007,HGG002,Standard Room,1200000,Đang sử dụng
HGG002_R008,HGG002,Standard Room,1200000,Trống
HGG002_R009,HGG002,Deluxe Room,1800000,Trống
HGG002_R010,HGG002,Deluxe Room,1800000,Đang sử dụng
HGG002_R011,HGG002,Deluxe Room,1800000,Đang dọn
HGG002_R012,HGG002,Deluxe Room,1800000,Đang sử dụng
HGG002_R013,HGG002,Deluxe Room,1800000,Đang dọn
HGG002_R014,HGG002,Deluxe Room,1800000,Đang dọn
HGG002_R015,HGG002,Superior Room,1500000,Trống
HGG002_R016,HGG002,Superior Room,1500000,Trống
HGG002_R017,HGG002,Superior Room,1500000,Đang dọn
HGG002_R018,HGG002,Executive Room,2400000,Trống
HGG002_R019,HGG002,Junior Suite,2800000,Đang dọn
HGG002_R020,HGG002,Suite,3500000,Đang dọn
HGG002_R021,HGG002,Family Room,2200000,Đang dọn
HGG002_R022,HGG002,Family Room,2200000,Đang dọn
HGG002_R023,HGG002,Connecting Room,2000000,Đang dọn
HGG002_R024,HGG002,Twin Room,1700000,Trống
HGG002_R025,HGG002,Double Room,1700000,Đang sử dụng
HGG002_R026,HGG002,Single Room,1000000,Đang dọn
HGG002_R027,HGG002,Studio Room,1300000,Đang sử dụng
HGG002_R028,HGG002,Accessible Room,1100000,Trống
HNA001_R001,HNA001,Standard Room,1200000,Đang dọn
HNA001_R002,HNA001,Standard Room,1200000,Trống
HNA001_R003,HNA001,Standard Room,1200000,Đang dọn
HNA001_R004,HNA001,Standard Room,1200000,Trống
HNA001_R005,HNA001,Standard Room,1200000,Đang sử dụng
HNA001_R006,HNA001,Deluxe Room,1800000,Đang sử dụng
HNA001_R007,HNA001,Deluxe Room,1800000,Trống
HNA001_R008,HNA001,Deluxe Room,1800000,Trống
HNA001_R009,HNA001,Superior Room,1500000,Trống
HNA001_R010,HNA001,Superior Room,1500000,Trống
HNA001_R011,HNA001,Executive Room,2400000,Đang sử dụng
HNA001_R012,HNA001,Junior Suite,2800000,Đang sử dụng
HNA001_R013,HNA001,Suite,3500000,Đang sử dụng
HNA001_R014,HNA001,Family Room,2200000,Đang sử dụng
HNA001_R015,HNA001,Connecting Room,2000000,Đang dọn
HNA001_R016,HNA001,Twin Room,1700000,Trống
HNA001_R017,HNA001,Double Room,1700000,Trống
HNA002_R001,HNA002,Standard Room,1200000,Đang dọn
HNA002_R002,HNA002,Standard Room,1200000,Đang dọn
HNA002_R003,HNA002,Standard Room,1200000,Đang dọn
HNA002_R004,HNA002,Standard Room,1200000,Đang dọn
HNA002_R005,HNA002,Deluxe Room,1800000,Đang sử dụng
HNA002_R006,HNA002,Deluxe Room,1800000,Đang sử dụng
HNA002_R007,HNA002,Deluxe Room,1800000,Đang sử dụng
HNA002_R008,HNA002,Superior Room,1500000,Trống
HNA002_R009,HNA002,Superior Room,1500000,Trống
HNA002_R010,HNA002,Executive Room,2400000,Đang dọn
HNA002_R011,HNA002,Junior Suite,2800000,Trống
HNA002_R012,HNA002,Suite,3500000,Đang dọn
HNA002_R013,HNA002,Family Room,2200000,Đang sử dụng
HNA002_R014,HNA002,Connecting Room,2000000,Đang sử dụng
HNA002_R015,HNA002,Twin Room,1700000,Trống
HNA002_R016,HNA002,Double Room,1700000,Đang dọn
HNO001_R001,HNO001,Standard Room,1200000,Đang sử dụng
HNO001_R002,HNO001,Standard Room,1200000,Đang sử dụng
HNO001_R003,HNO001,Standard Room,1200000,Trống
HNO001_R004,HNO001,Standard Room,1200000,Đang sử dụng
HNO001_R005,HNO001,Standard Room,1200000,Đang dọn
HNO001_R006,HNO001,Standard Room,1200000,Đang dọn
HNO001_R007,HNO001,Standard Room,1200000,Trống
HNO001_R008,HNO001,Standard Room,1200000,Trống
HNO001_R009,HNO001,Standard Room,1200000,Trống
HNO001_R010,HNO001,Standard Room,1200000,Đang sử dụng
HNO001_R011,HNO001,Deluxe Room,1800000,Trống
HNO001_R012,HNO001,Deluxe Room,1800000,Đang sử dụng
HNO001_R013,HNO001,Deluxe Room,1800000,Đang dọn
HNO001_R014,HNO001,Deluxe Room,1800000,Đang dọn
HNO001_R015,HNO001,Deluxe Room,1800000,Đang dọn
HNO001_R016,HNO001,Deluxe Room,1800000,Đang sử dụng
HNO001_R017,HNO001,Deluxe Room,1800000,Đang sử dụng
HNO001_R018,HNO001,Superior Room,1500000,Đang dọn
HNO001_R019,HNO001,Superior Room,1500000,Trống
HNO001_R020,HNO001,Superior Room,1500000,Đang sử dụng
HNO001_R021,HNO001,Superior Room,1500000,Đang dọn
HNO001_R022,HNO001,Executive Room,2400000,Trống
HNO001_R023,HNO001,Executive Room,2400000,Đang sử dụng
HNO001_R024,HNO001,Junior Suite,2800000,Trống
HNO001_R025,HNO001,Junior Suite,2800000,Đang dọn
HNO001_R026,HNO001,Suite,3500000,Đang sử dụng
HNO001_R027,HNO001,Suite,3500000,Đang sử dụng
HNO001_R028,HNO001,Family Room,2200000,Trống
HNO001_R029,HNO001,Family Room,2200000,Đang dọn
HNO001_R030,HNO001,Connecting Room,2000000,Đang dọn
HNO001_R031,HNO001,Connecting Room,2000000,Trống
HNO001_R032,HNO001,Twin Room,1700000,Đang dọn
HNO001_R033,HNO001,Double Room,1700000,Đang dọn
HNO001_R034,HNO001,Double Room,1700000,Trống
HNO001_R035,HNO001,Single Room,1000000,Đang dọn
HNO001_R036,HNO001,Studio Room,1300000,Đang sử dụng
HNO001_R037,HNO001,Accessible Room,1100000,Đang dọn
HNO002_R001,HNO002,Standard Room,1200000,Đang dọn
HNO002_R002,HNO002,Standard Room,1200000,Đang dọn
HNO002_R003,HNO002,Standard Room,1200000,Đang sử dụng
HNO002_R004,HNO002,Standard Room,1200000,Đang sử dụng
HNO002_R005,HNO002,Standard Room,1200000,Đang sử dụng
HNO002_R006,HNO002,Standard Room,1200000,Đang sử dụng
HNO002_R007,HNO002,Deluxe Room,1800000,Đang dọn
HNO002_R008,HNO002,Deluxe Room,1800000,Trống
HNO002_R009,HNO002,Deluxe Room,1800000,Trống
HNO002_R010,HNO002,Deluxe Room,1800000,Trống
HNO002_R011,HNO002,Superior Room,1500000,Đang dọn
HNO002_R012,HNO002,Superior Room,1500000,Đang dọn
HNO002_R013,HNO002,Executive Room,2400000,Đang dọn
HNO002_R014,HNO002,Junior Suite,2800000,Đang dọn
HNO002_R015,HNO002,Suite,3500000,Đang sử dụng
HNO002_R016,HNO002,Family Room,2200000,Đang dọn
HNO002_R017,HNO002,Connecting Room,2000000,Trống
HNO002_R018,HNO002,Twin Room,1700000,Đang sử dụng
HNO002_R019,HNO002,Double Room,1700000,Đang dọn
HNO003_R001,HNO003,Standard Room,1200000,Đang sử dụng
HNO003_R002,HNO003,Standard Room,1200000,Đang dọn
HNO003_R003,HNO003,Standard Room,1200000,Trống
HNO003_R004,HNO003,Standard Room,1200000,Đang sử dụng
HNO003_R005,HNO003,Standard Room,1200000,Đang sử dụng
HNO003_R006,HNO003,Standard Room,1200000,Đang dọn
HNO003_R007,HNO003,Standard Room,1200000,Đang dọn
HNO003_R008,HNO003,Standard Room,1200000,Đang sử dụng
HNO003_R009,HNO003,Standard Room,1200000,Trống
HNO003_R010,HNO003,Standard Room,1200000,Đang sử dụng
HNO003_R011,HNO003,Standard Room,1200000,Trống
HNO003_R012,HNO003,Deluxe Room,1800000,Đang dọn
